,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31
Intangible Assets,28000000.0,63000000.0,3384000000.0,3321000000.0,3252000000.0,3195000000.0,7388000000.0,7224000000.0,7061000000.0
Capital Surplus,6179000000.0,,,,10545000000.0,,,,17722000000.0
Total Liab,5825000000.0,4462000000.0,5730000000.0,5803000000.0,5647000000.0,5137000000.0,10708000000.0,11553000000.0,11293000000.0
Total Stockholder Equity,5106000000.0,5245000000.0,8868000000.0,9955000000.0,9869000000.0,9733000000.0,15595000000.0,16961000000.0,16441000000.0
Other Current Liab,1221000000.0,1137000000.0,1298000000.0,1386000000.0,1272000000.0,1020000000.0,1357000000.0,1678000000.0,1530000000.0
Total Assets,10931000000.0,9707000000.0,14598000000.0,15758000000.0,15516000000.0,14870000000.0,26303000000.0,28514000000.0,27734000000.0
Common Stock,3000000.0,6283000000.0,10212000000.0,10382000000.0,3000000.0,10718000000.0,17202000000.0,17479000000.0,3000000.0
Other Current Assets,553000000.0,484000000.0,426000000.0,348000000.0,457000000.0,306000000.0,375000000.0,539000000.0,431000000.0
Retained Earnings,10885000000.0,10926000000.0,10783000000.0,12081000000.0,12296000000.0,12333000000.0,12235000000.0,13832000000.0,13581000000.0
Other Liab,44000000.0,50000000.0,629000000.0,693000000.0,578000000.0,559000000.0,579000000.0,694000000.0,706000000.0
Good Will,1654000000.0,1697000000.0,5598000000.0,5614000000.0,5613000000.0,5613000000.0,13732000000.0,13731000000.0,13736000000.0
Treasury Stock,-11961000000.0,-11964000000.0,-12127000000.0,-12508000000.0,-12975000000.0,-13318000000.0,-13842000000.0,-14350000000.0,-14865000000.0
Other Assets,290000000.0,293000000.0,297000000.0,294000000.0,291000000.0,297000000.0,333000000.0,320000000.0,355000000.0
Cash,6442000000.0,5174000000.0,1952000000.0,3164000000.0,2562000000.0,2864000000.0,1257000000.0,3531000000.0,2796000000.0
Total Current Liabilities,3529000000.0,2152000000.0,2677000000.0,2712000000.0,2655000000.0,2138000000.0,2968000000.0,3591000000.0,3630000000.0
Deferred Long Term Asset Charges,65000000.0,60000000.0,6000000.0,7000000.0,8000000.0,8000000.0,8000000.0,8000000.0,11000000.0
Short Long Term Debt,1338000000.0,325000000.0,325000000.0,,,,,,499000000.0
Other Stockholder Equity,-32000000.0,-35000000.0,-23000000.0,-24000000.0,-24000000.0,-29000000.0,-34000000.0,-53000000.0,-60000000.0
Property Plant Equipment,960000000.0,975000000.0,1184000000.0,1161000000.0,1160000000.0,1194000000.0,1270000000.0,1283000000.0,1437000000.0
Total Current Assets,7980000000.0,6651000000.0,4094000000.0,5327000000.0,5157000000.0,4487000000.0,3490000000.0,5858000000.0,5047000000.0
Long Term Investments,19000000.0,28000000.0,41000000.0,41000000.0,43000000.0,84000000.0,90000000.0,98000000.0,98000000.0
Net Tangible Assets,3424000000.0,3485000000.0,-114000000.0,1020000000.0,1004000000.0,925000000.0,-5525000000.0,-3994000000.0,-4356000000.0
Short Term Investments,608000000.0,619000000.0,786000000.0,952000000.0,1308000000.0,386000000.0,157000000.0,373000000.0,485000000.0
Net Receivables,201000000.0,154000000.0,618000000.0,651000000.0,653000000.0,712000000.0,1413000000.0,1168000000.0,1048000000.0
Long Term Debt,2031000000.0,2032000000.0,2033000000.0,2033000000.0,2034000000.0,2037000000.0,6732000000.0,6853000000.0,6415000000.0
Accounts Payable,305000000.0,256000000.0,486000000.0,601000000.0,623000000.0,531000000.0,883000000.0,900000000.0,737000000.0
