,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,2013365000.0,2403771000.0,2762872000.0,2623719000.0,3368629000.0
Capital Surplus,660894000.0,706743000.0,832821000.0,921752000.0,1012526000.0
Total Liab,3768431000.0,4420366000.0,4729067000.0,4408137000.0,5026303000.0
Total Stockholder Equity,4027633000.0,4241922000.0,5115492000.0,5949346000.0,6871884000.0
Other Current Liab,113078000.0,350251000.0,370214000.0,413966000.0,524622000.0
Total Assets,7796064000.0,8662288000.0,9844559000.0,10357483000.0,11898187000.0
Common Stock,2631000.0,2640000.0,2662000.0,2676000.0,2689000.0
Other Current Assets,65675000.0,66320000.0,190375000.0,84034000.0,88331000.0
Retained Earnings,5002419000.0,5653811000.0,6387612000.0,7094656000.0,7900113000.0
Other Liab,763602000.0,887825000.0,889297000.0,922608000.0,1104740000.0
Good Will,3115619000.0,3612033000.0,4047539000.0,4224906000.0,5238726000.0
Treasury Stock,-1638311000.0,-2121272000.0,-2107603000.0,-2069738000.0,-2043444000.0
Other Assets,231069000.0,248555000.0,271400000.0,283656000.0,364302000.0
Cash,646300000.0,353975000.0,393030000.0,1212822000.0,346772000.0
Total Current Liabilities,1138663000.0,1258704000.0,1425858000.0,1075915000.0,1563314000.0
Deferred Long Term Asset Charges,8064000.0,9972000.0,12219000.0,12103000.0,26999000.0
Short Long Term Debt,308123000.0,358876000.0,497449000.0,132284000.0,315093000.0
Other Stockholder Equity,-429176000.0,-551088000.0,-533139000.0,-504468000.0,-470444000.0
Property Plant Equipment,493296000.0,554130000.0,728587000.0,693763000.0,787062000.0
Total Current Assets,1934655000.0,1836144000.0,2025771000.0,2522470000.0,2128765000.0
Long Term Investments,8060000.0,7655000.0,8390000.0,8969000.0,10703000.0
Net Tangible Assets,-1101351000.0,-1773882000.0,-1694919000.0,-899279000.0,-1735471000.0
Net Receivables,682176000.0,791105000.0,817799000.0,666443000.0,924487000.0
Long Term Debt,1866166000.0,2273837000.0,2271292000.0,2281441000.0,2229148000.0
Inventory,540504000.0,624744000.0,624567000.0,559171000.0,769175000.0
Accounts Payable,437329000.0,399571000.0,377219000.0,360370000.0,470252000.0
