,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,124399000.0,36547000.0,-58932000.0,7017000.0,212101000.0
Total Cashflows From Investing Activities,-625817000.0,-1210044000.0,-1150925000.0,61630000.0,-2055842000.0
Net Borrowings,-279616000.0,513399000.0,130705000.0,-430950000.0,183897000.0
Total Cash From Financing Activities,-329171000.0,13040000.0,72913000.0,-539436000.0,39337000.0
Change To Operating Activities,2787000.0,42814000.0,-16845000.0,20430000.0,-35104000.0
Issuance Of Stock,40047000.0,30021000.0,90388000.0,64903000.0,60297000.0
Net Income,681470000.0,777933000.0,861297000.0,872439000.0,990053000.0
Change In Cash,-70959000.0,-292325000.0,39055000.0,819792000.0,-866050000.0
Repurchase Of Stock,-6867000.0,-367678000.0,-11924000.0,-4685000.0,-14711000.0
Effect Of Exchange Rate,50770000.0,-20839000.0,2645000.0,16618000.0,-10002000.0
Total Cash From Operating Activities,833259000.0,925518000.0,1114422000.0,1280980000.0,1160457000.0
Depreciation,183227000.0,199490000.0,234042000.0,255275000.0,292112000.0
Other Cashflows From Investing Activities,-399000.0,-1233000.0,2060000.0,-2481000.0,-294000.0
Dividends Paid,-82735000.0,-128911000.0,-127496000.0,-165035000.0,-184595000.0
Change To Inventory,-6087000.0,-59472000.0,16410000.0,77448000.0,-129593000.0
Change To Account Receivables,-24581000.0,-13383000.0,14398000.0,163471000.0,-172791000.0
Other Cashflows From Financing Activities,-33791000.0,-33791000.0,-8760000.0,-3669000.0,-5551000.0
Change To Netincome,-127956000.0,-58411000.0,64052000.0,-115100000.0,3679000.0
Capital Expenditures,-75074000.0,-82076000.0,-102346000.0,-74199000.0,-110671000.0
