,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,-85943000.0,-12666000.0,-12666000.0,-70369000.0,285000.0,-144000.0,-144000.0,-614000.0,-614000.0
Change To Liabilities,-732944000.0,-208704000.0,-43509000.0,-7499000.0,45572000.0,69142000.0,81303000.0,112426000.0,109320000.0
Total Cashflows From Investing Activities,-250300000.0,-197216000.0,-389873000.0,-967560000.0,-216115000.0,-376559000.0,-584505000.0,-1443141000.0,-1084406000.0
Net Borrowings,3142822000.0,-5781000.0,460112000.0,1651529000.0,-107512000.0,-27020000.0,239232000.0,1342337000.0,782422000.0
Total Cash From Financing Activities,2753994000.0,-74444000.0,1880026000.0,3183924000.0,-164932000.0,-180433000.0,202018000.0,1237731000.0,742032000.0
Change To Operating Activities,-558245000.0,77544000.0,-84893000.0,-80034000.0,528753000.0,449680000.0,610929000.0,163072000.0,692674000.0
Net Income,-1639292000.0,-1346756000.0,-1366935000.0,-1131722000.0,-1347255000.0,-1424554000.0,-1356968000.0,-1167142000.0,-521582000.0
Change In Cash,255880000.0,-1129903000.0,667686000.0,1406989000.0,-841094000.0,-961043000.0,-587556000.0,-733266000.0,133701000.0
Effect Of Exchange Rate,-281000.0,-811000.0,2931000.0,-192000.0,324000.0,-836000.0,-23000.0,991000.0,-2565000.0
Total Cash From Operating Activities,-2247533000.0,-857432000.0,-825398000.0,-809183000.0,-460371000.0,-403215000.0,-205046000.0,-528847000.0,478640000.0
Depreciation,319757000.0,317139000.0,318028000.0,310166000.0,323439000.0,325907000.0,333366000.0,339467000.0,351542000.0
Other Cashflows From Investing Activities,-19764000.0,-15866000.0,-13113000.0,-10939000.0,8084000.0,-8463000.0,-9528000.0,-80120000.0,-129141000.0
Change To Inventory,25109000.0,10164000.0,7402000.0,-3708000.0,-13483000.0,-9520000.0,-7816000.0,-29242000.0,-49642000.0
Change To Account Receivables,10295000.0,38896000.0,-12714000.0,-72397000.0,-108165000.0,-44973000.0,43828000.0,-32236000.0,-169369000.0
Other Cashflows From Financing Activities,-225972000.0,-68663000.0,-11075000.0,-84839000.0,-62046000.0,-153413000.0,-37214000.0,-104606000.0,-40390000.0
Change To Netincome,306722000.0,198543000.0,292222000.0,111126000.0,46544000.0,172184000.0,29785000.0,41618000.0,24153000.0
Capital Expenditures,-139337000.0,-181350000.0,-391890000.0,-1061691000.0,-224484000.0,-368096000.0,-575433000.0,-1363086000.0,-954661000.0
Issuance Of Stock,2000.0,1430989000.0,1430989000.0,1617234000.0,4626000.0,,,,
Dividends Paid,-162858000.0,,,,,,,,
