,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Capital Surplus,3700288000.0,4329557000.0,5998574000.0,7513318000.0,7527305000.0,7547210000.0
Total Liab,23757769000.0,23500216000.0,23704518000.0,25174691000.0,25807947000.0,26198068000.0
Total Stockholder Equity,8963905000.0,8328594000.0,8760669000.0,9172382000.0,7884015000.0,6467498000.0
Other Current Liab,1964692000.0,1933512000.0,1841517000.0,1883542000.0,2416228000.0,2845455000.0
Total Assets,33306543000.0,31828810000.0,32465187000.0,34347073000.0,33691962000.0,32665566000.0
Common Stock,2372000.0,2425000.0,2652000.0,2824000.0,2826000.0,2827000.0
Other Current Assets,868000.0,10155000.0,69821000.0,48503000.0,56155000.0,70391000.0
Retained Earnings,8276463000.0,6929710000.0,5562775000.0,4431053000.0,3083798000.0,1659244000.0
Other Liab,595358000.0,552698000.0,500912000.0,500177000.0,414586000.0,434398000.0
Good Will,809384000.0,809471000.0,809480000.0,809459000.0,809435000.0,809373000.0
Treasury Stock,-3015218000.0,-2933098000.0,-2803332000.0,-2774813000.0,-2729914000.0,-2741783000.0
Other Assets,1083165000.0,1012147000.0,1035255000.0,1497154000.0,1428449000.0,1418469000.0
Cash,4146691000.0,3016788000.0,3684474000.0,5091463000.0,4250369000.0,3289326000.0
Total Current Liabilities,4736908000.0,4625465000.0,4537121000.0,3314830000.0,4679715000.0,5242920000.0
Short Long Term Debt,682167000.0,835165000.0,909912000.0,165468000.0,699219000.0,924452000.0
Other Stockholder Equity,-951227000.0,-869107000.0,-739341000.0,-708854000.0,-663955000.0,-675824000.0
Property Plant Equipment,26257137000.0,25947026000.0,25846580000.0,26374339000.0,26432415000.0,26259936000.0
Total Current Assets,4684440000.0,3531795000.0,4311747000.0,5649969000.0,5009230000.0,4167381000.0
Long Term Investments,21695000.0,19465000.0,17271000.0,16152000.0,12433000.0,10407000.0
Net Tangible Assets,7703799000.0,7010217000.0,7506335000.0,8362923000.0,7074580000.0,5658125000.0
Net Receivables,205921000.0,165225000.0,284149000.0,226740000.0,345055000.0,397232000.0
Long Term Debt,17661925000.0,17593468000.0,17941100000.0,20658440000.0,20023748000.0,19797377000.0
Inventory,152596000.0,142432000.0,118703000.0,119405000.0,132888000.0,142408000.0
Accounts Payable,661427000.0,421023000.0,353422000.0,340872000.0,384683000.0,461411000.0
Intangible Assets,450722000.0,508906000.0,444854000.0,,,
Minority Interest,584869000.0,,,,,
