,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31
Investments,-12547000000.0,838000000.0,-1356000000.0,-1356000000.0,-7362000000.0,-9154000000.0,-1645000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,1242000000.0
Total Cashflows From Investing Activities,-13011000000.0,481000000.0,-1747000000.0,-1747000000.0,-8137000000.0,-10076000000.0,-2586000000.0
Net Borrowings,11320000000.0,-618000000.0,-25000000.0,-25000000.0,-474000000.0,759000000.0,-1363000000.0
Total Cash From Financing Activities,9159000000.0,-2821000000.0,-2807000000.0,-2807000000.0,-2557000000.0,-1101000000.0,-3351000000.0
Change To Operating Activities,-648000000.0,-851000000.0,-1327000000.0,-1327000000.0,5725000000.0,6418000000.0,5682000000.0
Net Income,3426000000.0,2194000000.0,594000000.0,4877000000.0,5563000000.0,8146000000.0,3393000000.0
Change In Cash,-351000000.0,-218000000.0,-15000000.0,-15000000.0,608000000.0,-384000000.0,-50000000.0
Effect Of Exchange Rate,-55000000.0,31000000.0,5000000.0,5000000.0,5000000.0,-37000000.0,-27000000.0
Total Cash From Operating Activities,3555000000.0,2090000000.0,4538000000.0,4538000000.0,11299000000.0,10829000000.0,5914000000.0
Depreciation,1245000000.0,1258000000.0,1216000000.0,1216000000.0,1282000000.0,1329000000.0,1277000000.0
Other Cashflows From Investing Activities,16000000.0,173000000.0,163000000.0,163000000.0,-235000000.0,-298000000.0,52000000.0
Dividends Paid,-2111000000.0,-2172000000.0,-2172000000.0,-2172000000.0,-2183000000.0,-2185000000.0,-2189000000.0
Other Cashflows From Financing Activities,-84000000.0,-2251000000.0,-610000000.0,-610000000.0,100000000.0,325000000.0,201000000.0
Change To Netincome,-469000000.0,-511000000.0,-228000000.0,-228000000.0,-1271000000.0,-5064000000.0,-744000000.0
Capital Expenditures,-479000000.0,-525000000.0,-554000000.0,-554000000.0,-540000000.0,-624000000.0,-993000000.0
Change To Inventory,,,,,,,-1125000000.0
Change To Account Receivables,,,,,,,-3811000000.0
Issuance Of Stock,34000000.0,48000000.0,,,,,
