Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2021-06-01-00-00-00,239.5,243.559998,235.50999500000003,240.809998,240.809998,3773000,,
2021-06-02-00-00-00,240.74,248.2,239.6,243.18,,4016300,0.0,0.0
2021-06-03-00-00-00,240.0,243.23,233.36,238.43,,3598100,0.0,0.0
2021-06-04-00-00-00,240.73,244.86,237.5,242.56,,2630000,0.0,0.0
2021-06-07-00-00-00,244.65,252.55,240.01,250.57,,7385900,0.0,0.0
2021-06-08-00-00-00,252.99,255.99,246.65,250.32,,3618300,0.0,0.0
2021-06-09-00-00-00,250.35,255.0,245.72,247.01,,4214700,0.0,0.0
2021-06-10-00-00-00,247.3,250.7,243.54,248.8,,3073200,0.0,0.0
2021-06-11-00-00-00,239.0,242.52999900000003,233.75,240.600006,240.600006,7105800,,
2021-06-14-00-00-00,242.7,248.1,241.27,244.2,,3855300,0.0,0.0
2021-06-15-00-00-00,244.72,247.36,239.51,241.41,,2660100,0.0,0.0
2021-06-16-00-00-00,239.81,243.79,235.58,238.84,,5125200,0.0,0.0
2021-06-17-00-00-00,234.5,248.68,231.52,245.53,,6603900,0.0,0.0
2021-06-18-00-00-00,246.57,250.0,243.05,249.4,,6413000,0.0,0.0
2021-06-21-00-00-00,247.22,250.0,241.65,248.29,,4794400,0.0,0.0
2021-06-22-00-00-00,247.0,252.82000699999998,245.36000099999998,249.289993,249.289993,5902300,,
2021-06-23-00-00-00,248.100006,250.100006,244.47000099999997,249.0,249.0,2691300,,
2021-06-24-00-00-00,250.0,253.32000699999998,247.36999500000002,251.25,251.25,3386700,,
2021-06-25-00-00-00,252.0,253.270004,247.020004,247.08999599999999,247.08999599999999,9229800,,
2021-06-28-00-00-00,248.42999300000002,249.479996,243.61999500000002,247.669998,247.669998,3080300,,
2021-06-29-00-00-00,248.0,251.0,245.08,245.8,,2291700,0.0,0.0
2021-06-30-00-00-00,244.29,245.17,238.64,241.8,,3024600,0.0,0.0
