,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,36800000.0,30800000.0,40100000.0,47800000.0,112300000.0,78000000.0,1339700000.0,58900000.0,51300000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-25200000.0,-55500000.0,16800000.0,-30800000.0,36500000.0,51900000.0,-1155700000.0,3800000.0,-29500000.0
Total Cash From Financing Activities,-318800000.0,-108200000.0,-67000000.0,-307500000.0,-185200000.0,-1398400000.0,-1097700000.0,-644100000.0,-486900000.0
Change To Operating Activities,381800000.0,-45600000.0,-368800000.0,281800000.0,71800000.0,176400000.0,-462600000.0,238000000.0,-181200000.0
Issuance Of Stock,15900000.0,22200000.0,20900000.0,20900000.0,3800000.0,8600000.0,5100000.0,5100000.0,2700000.0
Net Income,603000000.0,643200000.0,783400000.0,749400000.0,815700000.0,777200000.0,740600000.0,567900000.0,339600000.0
Change In Cash,502800000.0,123300000.0,-49700000.0,657300000.0,657200000.0,-60900000.0,-1885900000.0,460400000.0,102600000.0
Repurchase Of Stock,-135800000.0,-131400000.0,-115700000.0,-259200000.0,-52200000.0,-181700000.0,-678700000.0,-320100000.0,-190300000.0
Effect Of Exchange Rate,-6200000.0,10800000.0,-1500000.0,900000.0,-1400000.0,-3100000.0,6200000.0,-2700000.0,-4600000.0
Total Cash From Operating Activities,853000000.0,276200000.0,2000000.0,994700000.0,807300000.0,1288700000.0,361300000.0,1103400000.0,623600000.0
Depreciation,48200000.0,49700000.0,45600000.0,49000000.0,50400000.0,51700000.0,53700000.0,108400000.0,107500000.0
Other Cashflows From Investing Activities,5700000.0,3700000.0,40700000.0,7500000.0,4100000.0,2200000.0,17100000.0,5700000.0,-5300000.0
Dividends Paid,-210500000.0,-210000000.0,-210100000.0,-252300000.0,-252800000.0,-249100000.0,-248200000.0,-279200000.0,-277000000.0
Other Cashflows From Financing Activities,11600000.0,211000000.0,258800000.0,183100000.0,116000000.0,-276400000.0,-171100000.0,-49900000.0,-22300000.0
Change To Netincome,13800000.0,20500000.0,-10200000.0,35400000.0,1900000.0,35300000.0,9400000.0,9000000.0,255500000.0
Capital Expenditures,-59300000.0,-50100000.0,-59200000.0,-58800000.0,-63000000.0,-56900000.0,-60400000.0,-54900000.0,-67900000.0
