,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,37500000.0,76600000.0,54400000.0,-15900000.0,94600000.0,37800000.0,21200000.0,-37200000.0,36200000.0
Total Cashflows From Investing Activities,-23200000.0,-23900000.0,-799400000.0,-18500000.0,-40400000.0,-47200000.0,-101000000.0,-114400000.0,-54800000.0
Net Borrowings,-190000000.0,-160000000.0,485000000.0,110000000.0,-75000000.0,20000000.0,80000000.0,660500000.0,-10100000.0
Total Cash From Financing Activities,-219500000.0,-166600000.0,420400000.0,22800000.0,-192200000.0,-115700000.0,-143500000.0,203200000.0,-176100000.0
Change To Operating Activities,30000000.0,74100000.0,26100000.0,-161600000.0,61900000.0,34100000.0,17100000.0,-434500000.0,51600000.0
Issuance Of Stock,5700000.0,31900000.0,8900000.0,10600000.0,21500000.0,500000.0,9200000.0,200000.0,200000.0
Net Income,115800000.0,164600000.0,163600000.0,177800000.0,217200000.0,202100000.0,175300000.0,180900000.0,192000000.0
Change In Cash,38600000.0,65700000.0,-45700000.0,-63200000.0,103500000.0,300000.0,10500000.0,-93600000.0,-17900000.0
Repurchase Of Stock,-300000.0,-400000.0,-40000000.0,-61900000.0,-102500000.0,-99000000.0,-197600000.0,-377100000.0,-128400000.0
Effect Of Exchange Rate,7000000.0,9900000.0,14400000.0,1700000.0,4200000.0,-4900000.0,-2900000.0,700000.0,-12000000.0
Total Cash From Operating Activities,274300000.0,246300000.0,318900000.0,-69200000.0,331900000.0,168100000.0,257900000.0,-183100000.0,225000000.0
Depreciation,40100000.0,39300000.0,46600000.0,47700000.0,47500000.0,46200000.0,47700000.0,46800000.0,46900000.0
Dividends Paid,-33100000.0,-33300000.0,-33400000.0,-36000000.0,-36000000.0,-35900000.0,-35100000.0,-37200000.0,-36400000.0
Change To Inventory,-27700000.0,-2400000.0,-71300000.0,-86400000.0,-86700000.0,-84900000.0,-66300000.0,-128200000.0,-119200000.0
Change To Account Receivables,21700000.0,-104800000.0,78700000.0,-91600000.0,-14400000.0,-80200000.0,34700000.0,-118100000.0,7300000.0
Other Cashflows From Financing Activities,-1800000.0,-4800000.0,-100000.0,100000.0,-200000.0,-1300000.0,-43200000.0,-43200000.0,-1400000.0
Change To Netincome,17600000.0,27500000.0,29900000.0,25300000.0,31200000.0,26400000.0,18900000.0,23700000.0,46500000.0
Capital Expenditures,-15400000.0,-23900000.0,-84300000.0,-25400000.0,-40400000.0,-47200000.0,-101200000.0,-60800000.0,-54800000.0
Investments,-7800000.0,,,,,,,,
