,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,1162400000.0,1246800000.0,1168900000.0,1420300000.0,1383800000.0
Capital Surplus,2724900000.0,2766000000.0,2813800000.0,2926300000.0,3018300000.0
Total Liab,2910300000.0,3784600000.0,3863500000.0,4583200000.0,4871400000.0
Total Stockholder Equity,2599500000.0,2178200000.0,2426600000.0,2775500000.0,3064800000.0
Other Current Liab,91800000.0,88600000.0,75300000.0,113400000.0,129400000.0
Total Assets,5511400000.0,5964600000.0,6291300000.0,7358700000.0,7936200000.0
Common Stock,1700000.0,1800000.0,1800000.0,1800000.0,1900000.0
Other Current Assets,142600000.0,172600000.0,166900000.0,187300000.0,193500000.0
Retained Earnings,1174200000.0,1448100000.0,1763000000.0,2180200000.0,2807900000.0
Other Liab,495900000.0,483500000.0,529800000.0,525400000.0,431700000.0
Good Will,1912000000.0,2080300000.0,2090200000.0,2394800000.0,2465100000.0
Treasury Stock,-1301300000.0,-2037700000.0,-2152000000.0,-2332800000.0,-2763300000.0
Other Assets,95300000.0,109300000.0,115000000.0,244000000.0,138100000.0
Cash,323000000.0,262900000.0,387900000.0,419100000.0,471500000.0
Total Current Liabilities,906800000.0,1492100000.0,1409300000.0,1345100000.0,1971100000.0
Deferred Long Term Asset Charges,9400000.0,11900000.0,17300000.0,30800000.0,28800000.0
Other Stockholder Equity,-39200000.0,-67000000.0,-72600000.0,-55100000.0,-24600000.0
Property Plant Equipment,740000000.0,813400000.0,989800000.0,1087600000.0,1201200000.0
Total Current Assets,1601700000.0,1686100000.0,1898200000.0,2208500000.0,2744500000.0
Long Term Investments,,28700000.0,29200000.0,3500000.0,3500000.0
Net Tangible Assets,-474900000.0,-1148900000.0,-832500000.0,-1039600000.0,-784100000.0
Net Receivables,555300000.0,571700000.0,624800000.0,734900000.0,885700000.0
Long Term Debt,1507600000.0,1809000000.0,1784600000.0,2572200000.0,2309800000.0
Inventory,580800000.0,678900000.0,718600000.0,867200000.0,1193800000.0
Accounts Payable,428800000.0,459000000.0,460000000.0,620500000.0,764900000.0
Minority Interest,1600000.0,1800000.0,1200000.0,,
Short Long Term Debt,,525000000.0,399700000.0,,
