,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,24000000.0,21000000.0,8700000.0,142900000.0,137700000.0
Total Cashflows From Investing Activities,-287700000.0,-634300000.0,-127600000.0,-923500000.0,-207100000.0
Net Borrowings,75000000.0,826200000.0,-150700000.0,385000000.0,135000000.0
Total Cash From Financing Activities,-250100000.0,-6800000.0,-389700000.0,111600000.0,-428600000.0
Change To Operating Activities,-22900000.0,-29500000.0,-400000.0,29900000.0,-48500000.0
Issuance Of Stock,28500000.0,4900000.0,17300000.0,64900000.0,41800000.0
Net Income,472600000.0,389600000.0,431900000.0,553100000.0,772400000.0
Change In Cash,71500000.0,-52300000.0,124200000.0,30100000.0,51100000.0
Repurchase Of Stock,-225400000.0,-708600000.0,-108700000.0,-198300000.0,-461000000.0
Effect Of Exchange Rate,9000000.0,-15200000.0,4300000.0,16300000.0,-1900000.0
Total Cash From Operating Activities,600300000.0,604000000.0,637200000.0,825700000.0,688700000.0
Depreciation,130300000.0,149600000.0,152700000.0,163500000.0,189100000.0
Dividends Paid,-110300000.0,-115200000.0,-123000000.0,-133300000.0,-143000000.0
Change To Inventory,-24800000.0,-55000000.0,-38300000.0,-91800000.0,-324300000.0
Change To Account Receivables,1000000.0,9800000.0,-50700000.0,-85700000.0,-151500000.0
Other Cashflows From Financing Activities,-17900000.0,-14100000.0,-24600000.0,-6700000.0,-1400000.0
Change To Netincome,42500000.0,106700000.0,135200000.0,96800000.0,101800000.0
Capital Expenditures,-165000000.0,-150100000.0,-131800000.0,-150500000.0,-214200000.0
Investments,-28700000.0,-28700000.0,-59400000.0,-59400000.0,
Other Cashflows From Investing Activities,4000000.0,4000000.0,,,
