,2021-04-02,2021-01-01,2020-10-02,2020-07-03
Change To Liabilities,23700000.0,118700000.0,-29200000.0,-42300000.0
Total Cashflows From Investing Activities,-9200000.0,12300000.0,-16700000.0,-13000000.0
Net Borrowings,-154900000.0,-132700000.0,-170700000.0,-146100000.0
Total Cash From Financing Activities,-186900000.0,-157200000.0,-182200000.0,-160500000.0
Change To Operating Activities,-19100000.0,-13100000.0,28200000.0,-11000000.0
Issuance Of Stock,8000000.0,8000000.0,16600000.0,16600000.0
Net Income,114500000.0,180300000.0,84700000.0,63000000.0
Change In Cash,26900000.0,53700000.0,-12400000.0,-20400000.0
Repurchase Of Stock,-40000000.0,-18900000.0,-28000000.0,-4000000.0
Effect Of Exchange Rate,-5200000.0,10300000.0,6000000.0,5600000.0
Total Cash From Operating Activities,228200000.0,188300000.0,180500000.0,147500000.0
Depreciation,46100000.0,47900000.0,49900000.0,49500000.0
Other Cashflows From Investing Activities,2600000.0,27000000.0,-300000.0,-100000.0
Change To Inventory,-900000.0,14100000.0,14100000.0,-12800000.0
Change To Account Receivables,40000000.0,-122400000.0,-7300000.0,67800000.0
Change To Netincome,23900000.0,-37200000.0,40100000.0,33300000.0
Capital Expenditures,-10600000.0,-11700000.0,-15500000.0,-12900000.0
Other Cashflows From Financing Activities,,-5600000.0,-100000.0,-10400000.0
