,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-2600000.0,10200000.0,48300000.0,-4000000.0
Change To Liabilities,-417600000.0,-126500000.0,94300000.0,-96600000.0
Total Cashflows From Investing Activities,-204600000.0,-328800000.0,632300000.0,-113400000.0
Net Borrowings,246200000.0,396000000.0,-209000000.0,-165000000.0
Total Cash From Financing Activities,-570500000.0,-357200000.0,-1069800000.0,-773500000.0
Change To Operating Activities,-54300000.0,-26800000.0,-20700000.0,-61100000.0
Issuance Of Stock,13000000.0,10100000.0,36700000.0,2200000.0
Net Income,-557100000.0,851900000.0,1058300000.0,744300000.0
Change In Cash,-33100000.0,135300000.0,477100000.0,-9400000.0
Repurchase Of Stock,-502800000.0,-412400000.0,-552600000.0,-239700000.0
Total Cash From Operating Activities,742000000.0,821300000.0,914600000.0,877500000.0
Depreciation,262900000.0,264700000.0,257700000.0,225600000.0
Other Cashflows From Investing Activities,-2000000.0,-2000000.0,-2000000.0,-2000000.0
Dividends Paid,-325600000.0,-341700000.0,-340800000.0,-370300000.0
Other Cashflows From Financing Activities,-1300000.0,-9200000.0,-4100000.0,-700000.0
Change To Netincome,657700000.0,51100000.0,-438200000.0,159700000.0
Capital Expenditures,-69100000.0,-136700000.0,-48100000.0,-36500000.0
