,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-5000000.0,1215000000.0,271000000.0,-41000000.0
Change To Liabilities,-308000000.0,319000000.0,349000000.0,54000000.0
Total Cashflows From Investing Activities,-1698000000.0,473000000.0,-358000000.0,-2204000000.0
Net Borrowings,2723000000.0,-172000000.0,-10000000.0,1357000000.0
Total Cash From Financing Activities,1461000000.0,-2173000000.0,-1172000000.0,630000000.0
Change To Operating Activities,-325000000.0,223000000.0,467000000.0,134000000.0
Issuance Of Stock,180000000.0,192000000.0,182000000.0,141000000.0
Net Income,684000000.0,1785000000.0,1108000000.0,1249000000.0
Change In Cash,2035000000.0,806000000.0,1045000000.0,222000000.0
Repurchase Of Stock,-893000000.0,-1555000000.0,-759000000.0,-413000000.0
Effect Of Exchange Rate,-8000000.0,-11000000.0,13000000.0,6000000.0
Total Cash From Operating Activities,2280000000.0,2517000000.0,2562000000.0,1790000000.0
Depreciation,611000000.0,557000000.0,531000000.0,464000000.0
Other Cashflows From Investing Activities,-23000000.0,-23000000.0,-23000000.0,-23000000.0
Dividends Paid,-503000000.0,-609000000.0,-546000000.0,-486000000.0
Change To Inventory,-3000000.0,-375000000.0,-147000000.0,-85000000.0
Change To Account Receivables,625000000.0,-169000000.0,-105000000.0,-92000000.0
Other Cashflows From Financing Activities,-46000000.0,-29000000.0,-39000000.0,31000000.0
Change To Netincome,996000000.0,177000000.0,359000000.0,66000000.0
Capital Expenditures,-623000000.0,-744000000.0,-629000000.0,-504000000.0
