,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Capital Surplus,2272006000.0,2214426000.0,2188207000.0,2151623000.0
Total Liab,2774301000.0,2674067000.0,2580927000.0,2117608000.0
Total Stockholder Equity,3046507000.0,3103074000.0,2918993000.0,2612412000.0
Total Assets,5820808000.0,5777141000.0,5499920000.0,4730020000.0
Common Stock,206000.0,206000.0,206000.0,206000.0
Other Current Assets,36193000.0,29181000.0,28026000.0,24650000.0
Retained Earnings,9059882000.0,8811120000.0,8506116000.0,8249650000.0
Other Liab,314453000.0,240758000.0,211122000.0,158016000.0
Good Will,41580000.0,41580000.0,41580000.0,41580000.0
Treasury Stock,-8285587000.0,-7922678000.0,-7775536000.0,-7789067000.0
Other Assets,564609000.0,544658000.0,524964000.0,505504000.0
Cash,2753396000.0,2714720000.0,2539731000.0,1983162000.0
Total Current Liabilities,857132000.0,808329000.0,776075000.0,685867000.0
Property Plant Equipment,106490000.0,110896000.0,113534000.0,108160000.0
Total Current Assets,5045107000.0,5020180000.0,4753891000.0,4008740000.0
Long Term Investments,25900000.0,23600000.0,28700000.0,28400000.0
Net Tangible Assets,2997580000.0,3054147000.0,2870066000.0,2563485000.0
Net Receivables,22059000.0,40799000.0,21461000.0,20801000.0
Long Term Debt,1517114000.0,1517395000.0,1517982000.0,1193962000.0
Inventory,1829792000.0,1709082000.0,1763186000.0,1602540000.0
Accounts Payable,360881000.0,339867000.0,342412000.0,294254000.0
Other Current Liab,,15304000.0,,
Deferred Long Term Asset Charges,,132980000.0,,
