,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Capital Surplus,1644197000.0,1820223000.0,2055407000.0,2214426000.0,2378191000.0
Total Liab,1383787000.0,1357371000.0,1468571000.0,2674067000.0,2832097000.0
Total Stockholder Equity,1605492000.0,1808562000.0,2341244000.0,3103074000.0,3002378000.0
Other Current Liab,18575000.0,17191000.0,15724000.0,15304000.0,13849000.0
Total Assets,2989279000.0,3165933000.0,3809815000.0,5777141000.0,5834475000.0
Common Stock,206000.0,206000.0,206000.0,206000.0,206000.0
Other Current Assets,19438000.0,17302000.0,18224000.0,29181000.0,60998000.0
Retained Earnings,6231940000.0,7031333000.0,7909872000.0,8811120000.0,10047839000.0
Other Liab,150033000.0,138246000.0,131886000.0,240758000.0,417463000.0
Good Will,42021000.0,42021000.0,41580000.0,41580000.0,41580000.0
Treasury Stock,-6270851000.0,-7043200000.0,-7624241000.0,-7922678000.0,-9423858000.0
Other Assets,502373000.0,532399000.0,548414000.0,544658000.0,680389000.0
Cash,646156000.0,688783000.0,1110892000.0,2714720000.0,2545069000.0
Total Current Liabilities,622688000.0,605844000.0,634507000.0,808329000.0,787001000.0
Deferred Long Term Asset Charges,111953000.0,112333000.0,115731000.0,132980000.0,132894000.0
Property Plant Equipment,43191000.0,42234000.0,116085000.0,110896000.0,115989000.0
Total Current Assets,2331664000.0,2492809000.0,3040730000.0,5020180000.0,4944453000.0
Long Term Investments,45200000.0,29400000.0,26700000.0,23600000.0,20300000.0
Net Tangible Assets,1555348000.0,1758573000.0,2292317000.0,3054147000.0,2953451000.0
Net Receivables,20026000.0,35641000.0,32878000.0,40799000.0,43752000.0
Long Term Debt,597066000.0,597681000.0,598301000.0,1517395000.0,1516255000.0
Inventory,1246199000.0,1253110000.0,1347288000.0,1709082000.0,1947366000.0
Accounts Payable,261973000.0,244496000.0,262987000.0,339867000.0,336560000.0
Intangible Assets,776000.0,621000.0,,,
