,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,2631000000.0,201000000.0,-1049000000.0,177000000.0,317000000.0
Total Cashflows From Investing Activities,14325000000.0,-2462000000.0,-2313000000.0,-202000000.0,-2401000000.0
Net Borrowings,-2412000000.0,6669000000.0,-160000000.0,4415000000.0,-3600000000.0
Total Cash From Financing Activities,-6554000000.0,-1918000000.0,-11550000000.0,3238000000.0,-6507000000.0
Change To Operating Activities,1514000000.0,-2452000000.0,-1091000000.0,113000000.0,25000000.0
Issuance Of Stock,519000000.0,197000000.0,85000000.0,57000000.0,115000000.0
Net Income,1159000000.0,3845000000.0,498000000.0,-2951000000.0,6467000000.0
Change In Cash,7391000000.0,7000000.0,-12445000000.0,7198000000.0,-6699000000.0
Repurchase Of Stock,-1099000000.0,-4549000000.0,-2413000000.0,-247000000.0,-2169000000.0
Effect Of Exchange Rate,297000000.0,-344000000.0,9000000.0,67000000.0,-72000000.0
Total Cash From Operating Activities,-765000000.0,4731000000.0,1409000000.0,4095000000.0,2281000000.0
Depreciation,1060000000.0,2170000000.0,2066000000.0,3094000000.0,1395000000.0
Other Cashflows From Investing Activities,9412000000.0,714000000.0,20000000.0,29000000.0,39000000.0
Dividends Paid,-3394000000.0,-3491000000.0,-1611000000.0,-882000000.0,-630000000.0
Change To Inventory,-1818000000.0,-1496000000.0,387000000.0,570000000.0,-537000000.0
Change To Account Receivables,-9782000000.0,-1611000000.0,-2227000000.0,308000000.0,-255000000.0
Other Cashflows From Financing Activities,-168000000.0,-744000000.0,-7451000000.0,-105000000.0,-223000000.0
Change To Netincome,4471000000.0,4074000000.0,2825000000.0,2784000000.0,-5131000000.0
Capital Expenditures,-3878000000.0,-3997000000.0,-2677000000.0,-1264000000.0,-3237000000.0
Investments,1827000000.0,615000000.0,45000000.0,,
