,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,4349000.0,117733000.0,82919000.0,65845000.0,50765000.0
Capital Surplus,55568000.0,73916000.0,8398927000.0,8977061000.0,9706293000.0
Total Liab,712116000.0,1479277000.0,2837299000.0,3002801000.0,3379886000.0
Total Stockholder Equity,-1979438000.0,-2871281000.0,2854084000.0,1676163000.0,1393998000.0
Total Assets,3016727000.0,3760043000.0,5691383000.0,4678964000.0,4773884000.0
Common Stock,,3000.0,3000.0,3000.0,3000.0
Other Current Assets,,24722000.0,10870000.0,9092000.0,663000.0
Retained Earnings,-2033995000.0,-2945330000.0,-5547571000.0,-7300428000.0,-8309787000.0
Other Liab,15298000.0,30458000.0,3857000.0,11698000.0,50905000.0
Good Will,,152085000.0,158725000.0,182687000.0,180516000.0
Treasury Stock,-1011000.0,133000.0,2725000.0,-473000.0,-2511000.0
Other Assets,434475000.0,1060526000.0,1572515000.0,1237241000.0,1164515000.0
Cash,1106102000.0,517690000.0,358319000.0,319734000.0,457325000.0
Total Current Liabilities,696818000.0,1448819000.0,2451365000.0,2074471000.0,2463576000.0
Other Stockholder Equity,-1011000.0,133000.0,2725000.0,-473000.0,-2511000.0
Property Plant Equipment,14208000.0,109257000.0,629861000.0,589053000.0,521607000.0
Total Current Assets,2563695000.0,2320442000.0,3247363000.0,2594138000.0,2776070000.0
Long Term Investments,,,,10000000.0,80411000.0
Net Tangible Assets,-1983787000.0,-3141099000.0,2612440000.0,1427631000.0,1162717000.0
Short Term Investments,1284642000.0,1520180000.0,2491805000.0,1931334000.0,1796533000.0
Long Term Debt,,,,644236000.0,655173000.0
Accounts Payable,66874000.0,32343000.0,38839000.0,84108000.0,129542000.0
Other Current Liab,135737000.0,361105000.0,471581000.0,372878000.0,
Short Long Term Debt,,,,35760000.0,
Net Receivables,1700000.0,200000.0,113800000.0,89500000.0,
Deferred Long Term Liab,,2100000.0,,,
