,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02
Intangible Assets,2922100000.0,2910200000.0,2989400000.0,2373300000.0,2320100000.0,2231700000.0,2151400000.0,2058900000.0,3290300000.0
Total Liab,6217400000.0,5755600000.0,5833300000.0,5766800000.0,5719200000.0,5733500000.0,5274000000.0,5285000000.0,6069800000.0
Total Stockholder Equity,5910400000.0,5820300000.0,5655100000.0,5558000000.0,5511100000.0,5182400000.0,5151700000.0,5104500000.0,4849800000.0
Other Current Liab,27000000.0,29700000.0,17200000.0,538900000.0,545400000.0,505000000.0,162500000.0,73800000.0,75900000.0
Total Assets,12128300000.0,11576000000.0,11488400000.0,11324800000.0,11230300000.0,10915900000.0,10425700000.0,10389500000.0,10919600000.0
Common Stock,7318200000.0,7299700000.0,7118200000.0,7101300000.0,7081700000.0,7064800000.0,7043200000.0,7018900000.0,6991100000.0
Other Current Assets,14500000.0,129900000.0,21000000.0,1995900000.0,2150900000.0,151900000.0,106800000.0,65700000.0,62900000.0
Retained Earnings,-1528500000.0,-1683100000.0,-1858100000.0,-1820000000.0,-1877700000.0,-1936600000.0,-1927000000.0,-1929400000.0,-1994500000.0
Other Liab,712200000.0,768800000.0,763700000.0,666500000.0,659300000.0,659900000.0,622100000.0,621800000.0,779500000.0
Good Will,4004200000.0,3839300000.0,3768800000.0,3052300000.0,3056800000.0,3031400000.0,2999400000.0,2970700000.0,3514900000.0
Treasury Stock,120700000.0,203700000.0,395000000.0,276700000.0,307100000.0,54200000.0,35500000.0,15000000.0,-146800000.0
Other Assets,269000000.0,276700000.0,312000000.0,298100000.0,326300000.0,313200000.0,287900000.0,288700000.0,324300000.0
Cash,1456300000.0,849400000.0,641500000.0,470900000.0,317500000.0,2078100000.0,1864900000.0,1965500000.0,485300000.0
Total Current Liabilities,1859700000.0,1336300000.0,1382000000.0,1446800000.0,1984500000.0,2003800000.0,1587900000.0,981300000.0,1014600000.0
Deferred Long Term Asset Charges,7200000.0,7300000.0,44200000.0,57300000.0,49000000.0,40200000.0,6500000.0,6700000.0,6900000.0
Short Long Term Debt,600700000.0,10000000.0,30600000.0,30600000.0,624900000.0,624300000.0,598900000.0,,26600000.0
Other Stockholder Equity,120700000.0,203700000.0,395000000.0,276700000.0,307100000.0,54200000.0,35500000.0,15000000.0,-146800000.0
Property Plant Equipment,1056700000.0,1080200000.0,1213000000.0,1041900000.0,1036100000.0,1042900000.0,1058900000.0,1068200000.0,1071800000.0
Total Current Assets,3803500000.0,3398300000.0,3133500000.0,4488600000.0,4420200000.0,4225900000.0,3859900000.0,3935500000.0,2651500000.0
Long Term Investments,72800000.0,71300000.0,71700000.0,70600000.0,70800000.0,70800000.0,68200000.0,67500000.0,66800000.0
Net Tangible Assets,-1015900000.0,-929200000.0,-1103100000.0,132400000.0,134200000.0,-80700000.0,900000.0,74900000.0,-1955400000.0
Short Term Investments,4100000.0,3300000.0,2500000.0,2900000.0,1600000.0,1500000.0,400000.0,200000.0,300000.0
Net Receivables,1023900000.0,1118900000.0,1073900000.0,659400000.0,642600000.0,728400000.0,693100000.0,711800000.0,777100000.0
Long Term Debt,3517000000.0,3523800000.0,3507500000.0,3501000000.0,2902500000.0,2898800000.0,2895800000.0,3490800000.0,4078500000.0
Inventory,1034700000.0,1100700000.0,1200200000.0,1136100000.0,1115900000.0,1092500000.0,1020200000.0,1022400000.0,1079600000.0
Accounts Payable,489100000.0,536400000.0,543800000.0,430300000.0,402400000.0,405600000.0,411200000.0,479600000.0,490400000.0
Minority Interest,500000.0,100000.0,,,,,,,
