,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,-39600000.0,28800000.0,17000000.0,-2700000.0,-7900000.0
Total Cashflows From Investing Activities,2338100000.0,-126800000.0,-596100000.0,-187800000.0,1275800000.0
Net Borrowings,-2604200000.0,-55900000.0,124500000.0,149900000.0,-30600000.0
Total Cash From Financing Activities,-3004700000.0,-571900000.0,1800000.0,-181100000.0,-178700000.0
Change To Operating Activities,-45400000.0,-38700000.0,-48300000.0,-57800000.0,-77700000.0
Net Income,119600000.0,131000000.0,146100000.0,-162600000.0,-68900000.0
Change In Cash,56400000.0,-127600000.0,-196800000.0,287200000.0,1237800000.0
Effect Of Exchange Rate,24100000.0,-21900000.0,9700000.0,19900000.0,-15600000.0
Total Cash From Operating Activities,698900000.0,593000000.0,387800000.0,636200000.0,156300000.0
Depreciation,444800000.0,423600000.0,396500000.0,384800000.0,312200000.0
Other Cashflows From Investing Activities,-14800000.0,253000000.0,253000000.0,9400000.0,2800000.0
Dividends Paid,-91100000.0,-104900000.0,-112400000.0,-123900000.0,-129600000.0
Change To Inventory,-16000000.0,-98600000.0,-67000000.0,-170600000.0,-2400000.0
Change To Account Receivables,3200000.0,21000000.0,-140700000.0,168900000.0,-159700000.0
Other Cashflows From Financing Activities,-118600000.0,-12400000.0,-11200000.0,-42900000.0,-18500000.0
Change To Netincome,238400000.0,57800000.0,158700000.0,483200000.0,208400000.0
Capital Expenditures,-88600000.0,-138200000.0,-286800000.0,-205600000.0,-222700000.0
Investments,2200000000.0,-7500000.0,-15000000.0,-15000000.0,
Repurchase Of Stock,-191500000.0,-400000000.0,-164200000.0,-164200000.0,
Issuance Of Stock,700000.0,1300000.0,900000.0,,
