,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,3380800000.0,2908200000.0,2990000000.0,2488500000.0,2151400000.0
Total Liab,5458200000.0,5315300000.0,5497300000.0,5833300000.0,5274000000.0
Total Stockholder Equity,6170500000.0,5668000000.0,5803800000.0,5655100000.0,5151700000.0
Other Current Liab,119900000.0,105700000.0,40600000.0,436500000.0,162500000.0
Total Assets,11628800000.0,10983400000.0,11301400000.0,11488400000.0,10425700000.0
Common Stock,7892900000.0,7421700000.0,7359900000.0,7118200000.0,7043200000.0
Other Current Assets,6300000.0,3800000.0,4300000.0,676200000.0,106800000.0
Retained Earnings,-1975500000.0,-1838300000.0,-1695500000.0,-1858100000.0,-1927000000.0
Other Liab,751400000.0,725700000.0,694000000.0,791200000.0,622100000.0
Good Will,4175400000.0,3979800000.0,4116700000.0,3095700000.0,2999400000.0
Treasury Stock,253100000.0,84600000.0,139400000.0,395000000.0,35500000.0
Other Assets,408700000.0,344600000.0,383700000.0,1649900000.0,287900000.0
Cash,678700000.0,551100000.0,354300000.0,631500000.0,1864900000.0
Total Current Liabilities,1436000000.0,1537400000.0,1335800000.0,1382000000.0,1587900000.0
Deferred Long Term Asset Charges,10400000.0,1200000.0,5400000.0,40600000.0,6500000.0
Short Long Term Debt,70400000.0,190200000.0,3400000.0,30600000.0,598900000.0
Other Stockholder Equity,253100000.0,84600000.0,139400000.0,395000000.0,35500000.0
Property Plant Equipment,833100000.0,829100000.0,1060300000.0,1049100000.0,1058900000.0
Total Current Assets,2819600000.0,2902200000.0,2730600000.0,3133500000.0,3859900000.0
Long Term Investments,11200000.0,19500000.0,20100000.0,71700000.0,68200000.0
Net Tangible Assets,-1385700000.0,-1220000000.0,-1302900000.0,70900000.0,900000.0
Short Term Investments,17000000.0,9400000.0,6600000.0,2500000.0,400000.0
Net Receivables,1151300000.0,1098600000.0,1269500000.0,613200000.0,693100000.0
Long Term Debt,3270800000.0,3052200000.0,3344700000.0,3507400000.0,2895800000.0
Inventory,806900000.0,878000000.0,967300000.0,1059400000.0,1020200000.0
Accounts Payable,450200000.0,474900000.0,520200000.0,451600000.0,411200000.0
Minority Interest,100000.0,100000.0,300000.0,,
