,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,783000000.0,769000000.0,1151000000.0,173000000.0,759000000.0,753000000.0,999000000.0,118000000.0,118000000.0
Capital Surplus,6240000000.0,6263000000.0,6281000000.0,6213000000.0,6232000000.0,6141000000.0,6278000000.0,6214000000.0,6241000000.0
Total Liab,153650000000.0,152818000000.0,152355000000.0,158569000000.0,163174000000.0,169525000000.0,168923000000.0,165913000000.0,172581000000.0
Total Stockholder Equity,15642000000.0,15822000000.0,16081000000.0,15734000000.0,16041000000.0,15610000000.0,15523000000.0,13408000000.0,12527000000.0
Total Assets,171192000000.0,170540000000.0,170336000000.0,176203000000.0,181115000000.0,187035000000.0,186346000000.0,181221000000.0,187008000000.0
Common Stock,1257000000.0,1257000000.0,1257000000.0,1257000000.0,1257000000.0,1257000000.0,1257000000.0,1257000000.0,1257000000.0
Other Current Assets,5513000000.0,5466000000.0,4248000000.0,3532000000.0,2725000000.0,6058000000.0,6306000000.0,1986000000.0,12297000000.0
Retained Earnings,12154000000.0,12375000000.0,12751000000.0,13166000000.0,13689000000.0,14133000000.0,14553000000.0,14793000000.0,15118000000.0
Other Liab,663000000.0,685000000.0,782000000.0,641000000.0,802000000.0,760000000.0,836000000.0,166000000.0,173000000.0
Good Will,2664000000.0,2664000000.0,2664000000.0,2673000000.0,2673000000.0,2673000000.0,2693000000.0,2694000000.0,2752000000.0
Treasury Stock,-4009000000.0,-4073000000.0,-4208000000.0,-4902000000.0,-5137000000.0,-5921000000.0,-6565000000.0,-8856000000.0,-10089000000.0
Other Assets,108702000000.0,105625000000.0,103845000000.0,107213000000.0,106919000000.0,101878000000.0,105309000000.0,114722000000.0,115634000000.0
Cash,1059000000.0,956000000.0,994000000.0,938000000.0,792000000.0,763000000.0,913000000.0,684000000.0,678000000.0
Total Current Liabilities,139253000000.0,139448000000.0,141569000000.0,145429000000.0,149161000000.0,155600000000.0,157653000000.0,154933000000.0,155791000000.0
Other Stockholder Equity,936000000.0,867000000.0,738000000.0,103000000.0,150000000.0,-45000000.0,-586000000.0,-2929000000.0,-4166000000.0
Property Plant Equipment,776000000.0,765000000.0,1383000000.0,737000000.0,785000000.0,678000000.0,1276000000.0,647000000.0,638000000.0
Total Current Assets,9510000000.0,9277000000.0,7933000000.0,6884000000.0,6576000000.0,10332000000.0,9928000000.0,6285000000.0,13818000000.0
Long Term Investments,48757000000.0,51440000000.0,53360000000.0,58523000000.0,63403000000.0,70721000000.0,66141000000.0,55155000000.0,54048000000.0
Net Tangible Assets,12760000000.0,12955000000.0,12844000000.0,12888000000.0,13209000000.0,12793000000.0,12465000000.0,10596000000.0,9657000000.0
Long Term Debt,13734000000.0,12685000000.0,9424000000.0,12499000000.0,13211000000.0,13165000000.0,9215000000.0,10814000000.0,16617000000.0
Inventory,191000000.0,169000000.0,152000000.0,62000000.0,44000000.0,45000000.0,35000000.0,28000000.0,34000000.0
Accounts Payable,135513000000.0,136746000000.0,135282000000.0,142183000000.0,146072000000.0,151931000000.0,152572000000.0,148663000000.0,145865000000.0
Other Current Liab,8000000.0,9000000.0,10000000.0,11000000.0,12000000.0,14000000.0,15000000.0,15000000.0,
Deferred Long Term Asset Charges,,,,,,41000000.0,189000000.0,801000000.0,
Short Long Term Debt,,,4273000000.0,,,,2820000000.0,,
Short Term Investments,9000000.0,7000000.0,6000000.0,18000000.0,5000000.0,11000000.0,11000000.0,,
