,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,828000000.0,818000000.0,1702000000.0,968000000.0,999000000.0
Capital Surplus,6335000000.0,6331000000.0,6295000000.0,6281000000.0,6278000000.0
Total Liab,122673000000.0,124017000000.0,127950000000.0,152355000000.0,168923000000.0
Total Stockholder Equity,13998000000.0,14145000000.0,15138000000.0,16081000000.0,15523000000.0
Other Current Liab,,,,,15000000.0
Total Assets,137698000000.0,139613000000.0,144988000000.0,170336000000.0,186346000000.0
Common Stock,1257000000.0,1257000000.0,1257000000.0,1257000000.0,1257000000.0
Other Current Assets,3952000000.0,4667000000.0,3198000000.0,4334000000.0,6306000000.0
Retained Earnings,10335000000.0,11556000000.0,12469000000.0,12751000000.0,14553000000.0
Other Liab,1307000000.0,597000000.0,704000000.0,782000000.0,836000000.0
Good Will,2538000000.0,2516000000.0,2664000000.0,2664000000.0,2693000000.0
Treasury Stock,-3929000000.0,-4999000000.0,-4883000000.0,-4208000000.0,-6565000000.0
Other Assets,89980000000.0,93062000000.0,97979000000.0,103845000000.0,105309000000.0
Cash,671000000.0,678000000.0,732000000.0,1091000000.0,913000000.0
Total Current Liabilities,107133000000.0,109688000000.0,114050000000.0,140715000000.0,157653000000.0
Deferred Long Term Asset Charges,320000000.0,222000000.0,,,189000000.0
Short Long Term Debt,100000000.0,,,4273000000.0,2820000000.0
Other Stockholder Equity,-779000000.0,-818000000.0,26000000.0,738000000.0,-586000000.0
Property Plant Equipment,1751000000.0,882000000.0,1468000000.0,1383000000.0,1276000000.0
Total Current Assets,6159000000.0,6774000000.0,5893000000.0,8116000000.0,9928000000.0
Long Term Investments,36442000000.0,35561000000.0,35282000000.0,53360000000.0,66141000000.0
Net Tangible Assets,11044000000.0,11313000000.0,11311000000.0,13027000000.0,12465000000.0
Short Term Investments,,14000000.0,5000000.0,6000000.0,11000000.0
Long Term Debt,14216000000.0,13716000000.0,12435000000.0,9424000000.0,9215000000.0
Inventory,31000000.0,35000000.0,138000000.0,152000000.0,35000000.0
Accounts Payable,105235000000.0,107309000000.0,111870000000.0,135282000000.0,152572000000.0
Minority Interest,2000000.0,1000000.0,,,
