,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-1327000000.0,878000000.0,1043000000.0,-17577000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-2239000000.0,-2482000000.0,-4918000000.0,-24721000000.0
Net Borrowings,805000000.0,-722000000.0,-1276000000.0,986000000.0
Total Cash From Financing Activities,418000000.0,-17000000.0,2066000000.0,23407000000.0
Change To Operating Activities,-119000000.0,-117000000.0,-121000000.0,-119000000.0
Issuance Of Stock,25000000.0,20000000.0,18000000.0,8000000.0
Net Income,1296000000.0,1866000000.0,1717000000.0,1343000000.0
Change In Cash,-6000000.0,7000000.0,54000000.0,359000000.0
Repurchase Of Stock,-730000000.0,-1145000000.0,-868000000.0,-170000000.0
Total Cash From Operating Activities,1815000000.0,2506000000.0,2906000000.0,1673000000.0
Depreciation,407000000.0,330000000.0,195000000.0,62000000.0
Other Cashflows From Investing Activities,55000000.0,78000000.0,59000000.0,66000000.0
Dividends Paid,-480000000.0,-656000000.0,-804000000.0,-829000000.0
Other Cashflows From Financing Activities,1148000000.0,2074000000.0,4561000000.0,23412000000.0
Change To Netincome,200000000.0,388000000.0,1260000000.0,33000000.0
Capital Expenditures,-112000000.0,-99000000.0,-85000000.0,-63000000.0
