,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,596000000.0,224000000.0,213000000.0,202000000.0,370000000.0
Total Liab,35314000000.0,41390000000.0,43860000000.0,41689000000.0,44626000000.0
Total Stockholder Equity,12670000000.0,14880000000.0,17671000000.0,20226000000.0,25092000000.0
Minority Interest,2470000000.0,2110000000.0,1876000000.0,1561000000.0,1438000000.0
Deferred Long Term Liab,1517000000.0,1589000000.0,1930000000.0,1822000000.0,2011000000.0
Other Current Liab,1828000000.0,2252000000.0,2346000000.0,2540000000.0,4252000000.0
Total Assets,50454000000.0,60638000000.0,65665000000.0,66623000000.0,72045000000.0
Common Stock,3149000000.0,5540000000.0,7480000000.0,7053000000.0,11862000000.0
Other Current Assets,1010000000.0,1651000000.0,933000000.0,914000000.0,593000000.0
Retained Earnings,10147000000.0,10104000000.0,11130000000.0,13673000000.0,13548000000.0
Other Liab,12034000000.0,12780000000.0,13146000000.0,12270000000.0,12634000000.0
Good Will,2397000000.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0
Treasury Stock,-626000000.0,-764000000.0,-939000000.0,-500000000.0,-318000000.0
Other Assets,5088000000.0,8756000000.0,9843000000.0,5933000000.0,6732000000.0
Cash,288000000.0,102000000.0,108000000.0,960000000.0,559000000.0
Total Current Liabilities,6635000000.0,7523000000.0,9150000000.0,6839000000.0,10035000000.0
Deferred Long Term Asset Charges,170000000.0,141000000.0,155000000.0,136000000.0,151000000.0
Short Long Term Debt,1478000000.0,1647000000.0,1511000000.0,1521000000.0,70000000.0
Other Stockholder Equity,-626000000.0,-764000000.0,-939000000.0,-500000000.0,-318000000.0
Property Plant Equipment,36503000000.0,34439000000.0,37043000000.0,40546000000.0,44488000000.0
Total Current Assets,3341000000.0,3645000000.0,3339000000.0,4511000000.0,4375000000.0
Long Term Investments,2529000000.0,11972000000.0,13625000000.0,13829000000.0,14478000000.0
Net Tangible Assets,9677000000.0,13054000000.0,15856000000.0,18422000000.0,23120000000.0
Net Receivables,1731000000.0,1632000000.0,1860000000.0,2114000000.0,2574000000.0
Long Term Debt,15768000000.0,19674000000.0,19856000000.0,20879000000.0,20195000000.0
Inventory,307000000.0,258000000.0,277000000.0,308000000.0,389000000.0
Accounts Payable,1350000000.0,1160000000.0,1234000000.0,1359000000.0,1671000000.0
