,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,208000000.0,205000000.0,202000000.0,397000000.0,382000000.0,376000000.0,370000000.0,363000000.0
Total Liab,42999000000.0,42366000000.0,41689000000.0,42213000000.0,42916000000.0,45868000000.0,44626000000.0,47362000000.0
Total Stockholder Equity,20459000000.0,20081000000.0,20226000000.0,22545000000.0,23997000000.0,23665000000.0,25092000000.0,25225000000.0
Minority Interest,1780000000.0,1628000000.0,1561000000.0,1609000000.0,241000000.0,50000000.0,1438000000.0,1446000000.0
Deferred Long Term Liab,1973000000.0,1740000000.0,1822000000.0,2010000000.0,2216000000.0,2280000000.0,2011000000.0,2349000000.0
Other Current Liab,2488000000.0,2410000000.0,2531000000.0,2904000000.0,2858000000.0,4986000000.0,4252000000.0,4712000000.0
Total Assets,68385000000.0,67222000000.0,66623000000.0,67821000000.0,68608000000.0,70472000000.0,72045000000.0,74922000000.0
Common Stock,7490000000.0,7034000000.0,7053000000.0,8730000000.0,10150000000.0,10791000000.0,11862000000.0,11656000000.0
Other Current Assets,830000000.0,881000000.0,1129000000.0,1109000000.0,1147000000.0,1340000000.0,593000000.0,386000000.0
Retained Earnings,13511000000.0,13560000000.0,13673000000.0,14214000000.0,14291000000.0,13292000000.0,13548000000.0,13798000000.0
Other Liab,12401000000.0,12502000000.0,12268000000.0,12896000000.0,13094000000.0,12462000000.0,12634000000.0,13637000000.0
Good Will,1602000000.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0
Treasury Stock,-542000000.0,-513000000.0,-500000000.0,-399000000.0,-444000000.0,-418000000.0,-318000000.0,-229000000.0
Other Assets,6457000000.0,6255000000.0,5933000000.0,6047000000.0,6382000000.0,6680000000.0,6732000000.0,6448000000.0
Cash,4894000000.0,3515000000.0,960000000.0,725000000.0,335000000.0,873000000.0,559000000.0,2519000000.0
Total Current Liabilities,9595000000.0,7635000000.0,6839000000.0,6875000000.0,7312000000.0,12944000000.0,10035000000.0,9000000000.0
Deferred Long Term Asset Charges,224000000.0,199000000.0,136000000.0,132000000.0,167000000.0,151000000.0,151000000.0,148000000.0
Short Long Term Debt,2312000000.0,2912000000.0,1530000000.0,527000000.0,532000000.0,3036000000.0,70000000.0,420000000.0
Other Stockholder Equity,-542000000.0,-513000000.0,-500000000.0,-399000000.0,-444000000.0,-418000000.0,-318000000.0,-229000000.0
Property Plant Equipment,38523000000.0,39347000000.0,40546000000.0,41509000000.0,42429000000.0,43257000000.0,44488000000.0,45197000000.0
Total Current Assets,7640000000.0,6394000000.0,4511000000.0,4200000000.0,3760000000.0,4593000000.0,4375000000.0,6501000000.0
Long Term Investments,13955000000.0,13419000000.0,13829000000.0,14066000000.0,14053000000.0,13964000000.0,14478000000.0,14811000000.0
Net Tangible Assets,18649000000.0,18274000000.0,18422000000.0,20546000000.0,22013000000.0,21687000000.0,23120000000.0,23260000000.0
Net Receivables,1640000000.0,1683000000.0,2114000000.0,2092000000.0,1939000000.0,2009000000.0,2574000000.0,3005000000.0
Long Term Debt,19675000000.0,20894000000.0,20881000000.0,21106000000.0,21175000000.0,19126000000.0,20195000000.0,23390000000.0
Inventory,267000000.0,309000000.0,308000000.0,274000000.0,339000000.0,371000000.0,389000000.0,352000000.0
Accounts Payable,1302000000.0,1129000000.0,1359000000.0,1354000000.0,1291000000.0,1400000000.0,1671000000.0,1375000000.0
