,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-49000000.0,-89000000.0,-483000000.0,-123000000.0,-50000000.0,-51000000.0,-379000000.0,-85000000.0
Change To Liabilities,0.0,0.0,73000000.0,0.0,0.0,0.0,263000000.0,0.0
Total Cashflows From Investing Activities,4035000000.0,-439000000.0,-1862000000.0,-1301000000.0,-1287000000.0,-868000000.0,-2052000000.0,-1290000000.0
Net Borrowings,-2095000000.0,-542000000.0,-1248000000.0,-39000000.0,496000000.0,1259000000.0,-1479000000.0,2273000000.0
Total Cash From Financing Activities,-1272000000.0,-1552000000.0,-1663000000.0,-407000000.0,125000000.0,679000000.0,863000000.0,1638000000.0
Change To Operating Activities,36000000.0,-79000000.0,551000000.0,128000000.0,-3000000.0,-81000000.0,1941000000.0,245000000.0
Issuance Of Stock,2000000.0,1000000.0,1000000.0,5000000.0,5000000.0,3000000.0,3000000.0,3000000.0
Net Income,2276000000.0,399000000.0,461000000.0,895000000.0,444000000.0,-637000000.0,615000000.0,623000000.0
Change In Cash,2476000000.0,-1384000000.0,-2561000000.0,-207000000.0,-407000000.0,536000000.0,-326000000.0,1955000000.0
Repurchase Of Stock,-7000000.0,-504000000.0,-1000000.0,-37000000.0,-1000000.0,-1000000.0,-300000000.0,-226000000.0
Total Cash From Operating Activities,-291000000.0,602000000.0,962000000.0,1502000000.0,753000000.0,726000000.0,861000000.0,1607000000.0
Depreciation,412000000.0,418000000.0,415000000.0,442000000.0,463000000.0,471000000.0,479000000.0,493000000.0
Other Cashflows From Investing Activities,5272000000.0,748000000.0,-13000000.0,3000000.0,6000000.0,365000000.0,-302000000.0,-1000000.0
Dividends Paid,-333000000.0,-341000000.0,-352000000.0,-337000000.0,-365000000.0,-356000000.0,-372000000.0,-349000000.0
Other Cashflows From Financing Activities,270000000.0,-164000000.0,-64000000.0,6000000.0,-10000000.0,-223000000.0,3014000000.0,-63000000.0
Change To Netincome,-3015000000.0,-136000000.0,-103000000.0,37000000.0,-151000000.0,973000000.0,-1713000000.0,246000000.0
Capital Expenditures,-1188000000.0,-1115000000.0,-1363000000.0,-1181000000.0,-1243000000.0,-1182000000.0,-1409000000.0,-1204000000.0
Effect Of Exchange Rate,4000000.0,5000000.0,2000000.0,-1000000.0,2000000.0,-1000000.0,2000000.0,
Change To Inventory,-35000000.0,-35000000.0,-35000000.0,-87000000.0,-87000000.0,-87000000.0,-87000000.0,
Change To Account Receivables,-315000000.0,-315000000.0,-315000000.0,-599000000.0,-599000000.0,-599000000.0,-599000000.0,
