,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30
Investments,-2201000.0,1016000.0,1215000.0,4566000.0,-4615000.0,2918000.0,24936000.0
Change To Liabilities,-382102000.0,407014000.0,-149004000.0,230880000.0,315784000.0,-200242000.0,54932000.0
Total Cashflows From Investing Activities,-65072000.0,-27285000.0,-29719000.0,-6107000.0,-63143000.0,-317093000.0,-52447000.0
Net Borrowings,-524693000.0,409129000.0,-341566000.0,138196000.0,591264000.0,1482866000.0,847924000.0
Total Cash From Financing Activities,-579737000.0,493709000.0,-448229000.0,110237000.0,475105000.0,1294070000.0,738766000.0
Change To Operating Activities,384231000.0,-209545000.0,-258040000.0,-295565000.0,-715481000.0,-603327000.0,-614589000.0
Issuance Of Stock,1706000.0,90018000.0,2571000.0,48853000.0,21589000.0,38498000.0,16223000.0
Net Income,4978000.0,296696000.0,235300000.0,209945000.0,436756000.0,285267000.0,269438000.0
Change In Cash,604750000.0,106641000.0,-499338000.0,-96496000.0,300079000.0,-296461000.0,-11005000.0
Repurchase Of Stock,-54140000.0,-11000.0,-104474000.0,-71313000.0,-133838000.0,-221657000.0,-120455000.0
Total Cash From Operating Activities,1249559000.0,-359783000.0,-21390000.0,-200626000.0,-111883000.0,-1273438000.0,-697324000.0
Depreciation,58340000.0,60627000.0,61528000.0,61661000.0,62356000.0,66944000.0,71519000.0
Change To Inventory,946986000.0,-925529000.0,44754000.0,-389529000.0,-91690000.0,-856609000.0,-554024000.0
Change To Account Receivables,46072000.0,-58137000.0,34176000.0,-65618000.0,-174149000.0,-70322000.0,-45875000.0
Other Cashflows From Financing Activities,-2610000.0,-5427000.0,-4760000.0,-5499000.0,-3910000.0,-5637000.0,-4926000.0
Change To Netincome,191054000.0,69091000.0,9896000.0,47600000.0,54541000.0,104851000.0,121275000.0
Capital Expenditures,-62871000.0,-29127000.0,-31954000.0,-40584000.0,-59145000.0,-78693000.0,-89065000.0
