,2018-02-28,2019-02-28,2020-02-29,2021-02-28,2022-02-28
Capital Surplus,1234047000.0,1237153000.0,1348988000.0,1513821000.0,1677268000.0
Total Liab,14169423000.0,15360839000.0,17313307000.0,17176928000.0,21102825000.0
Total Stockholder Equity,3316849000.0,3357028000.0,3768875000.0,4364613000.0,5235439000.0
Other Current Liab,98600000.0,104584000.0,116389000.0,150918000.0,221000000.0
Total Assets,17486272000.0,18717867000.0,21082182000.0,21541541000.0,26338264000.0
Common Stock,89874000.0,83739000.0,81541000.0,81586000.0,80527000.0
Other Current Assets,492904000.0,507770000.0,567970000.0,588248000.0,761021000.0
Retained Earnings,2047240000.0,2104146000.0,2488417000.0,2887897000.0,3524066000.0
Other Liab,242553000.0,272796000.0,314546000.0,314749000.0,211901000.0
Good Will,,,,653000.0,141258000.0
Treasury Stock,-54312000.0,-68010000.0,-150071000.0,-118691000.0,-46422000.0
Other Assets,141163000.0,163609000.0,191888000.0,294158000.0,503090000.0
Cash,44525000.0,46938000.0,58211000.0,132319000.0,102716000.0
Total Current Liabilities,1174058000.0,1311509000.0,1534707000.0,1698548000.0,2047457000.0
Deferred Long Term Asset Charges,63256000.0,61346000.0,89842000.0,164261000.0,120931000.0
Short Long Term Debt,355433000.0,395221000.0,433416000.0,452579000.0,532272000.0
Other Stockholder Equity,-54312000.0,-68010000.0,-150071000.0,-118691000.0,-46422000.0
Property Plant Equipment,2667061000.0,2828058000.0,3518196000.0,3487215000.0,3746425000.0
Total Current Assets,3061444000.0,3214013000.0,3663687000.0,4116796000.0,6549290000.0
Long Term Investments,80900000.0,83700000.0,156700000.0,152900000.0,108500000.0
Net Tangible Assets,3316849000.0,3357028000.0,3768875000.0,4363960000.0,5094181000.0
Net Receivables,133321000.0,139850000.0,191090000.0,239070000.0,560984000.0
Long Term Debt,12262443000.0,13776534000.0,14944056000.0,14619919000.0,18175019000.0
Inventory,2390694000.0,2519455000.0,2846416000.0,3157159000.0,5124569000.0
Accounts Payable,529733000.0,593171000.0,737144000.0,799333000.0,937717000.0
