,2018-02-28,2019-02-28,2020-02-29,2021-02-28,2022-02-28
Investments,-5144000.0,-4569000.0,-57471000.0,4596000.0,13794000.0
Change To Liabilities,38286000.0,86360000.0,85442000.0,106788000.0,175106000.0
Total Cashflows From Investing Activities,-301863000.0,-308513000.0,-389364000.0,-128183000.0,-523745000.0
Net Borrowings,935757000.0,1049680000.0,1150435000.0,-318934000.0,3621671000.0
Total Cash From Financing Activities,413446000.0,186021000.0,686983000.0,-424020000.0,3104866000.0
Change To Operating Activities,-1196350000.0,-1110680000.0,-1434324000.0,-378919000.0,-2255092000.0
Issuance Of Stock,73520000.0,58130000.0,124397000.0,143148000.0,79805000.0
Net Income,664112000.0,842413000.0,888433000.0,746919000.0,1151297000.0
Change In Cash,31033000.0,40479000.0,61013000.0,115557000.0,31671000.0
Repurchase Of Stock,-579570000.0,-904726000.0,-567747000.0,-229938000.0,-576478000.0
Total Cash From Operating Activities,-80550000.0,162971000.0,-236606000.0,667760000.0,-2549450000.0
Depreciation,179942000.0,182247000.0,215811000.0,242156000.0,267520000.0
Change To Inventory,-130131000.0,-128761000.0,-326961000.0,-323318000.0,-1967432000.0
Change To Account Receivables,19067000.0,-6529000.0,-51240000.0,-43507000.0,-288195000.0
Other Cashflows From Financing Activities,-16261000.0,-17063000.0,-20102000.0,-18296000.0,-20132000.0
Change To Netincome,344524000.0,297921000.0,386233000.0,317641000.0,361678000.0
Capital Expenditures,-296816000.0,-304636000.0,-331896000.0,-164536000.0,-308534000.0
