,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31
Capital Surplus,1358428000.0,1460300000.0,1462130000.0,1513821000.0,1527876000.0,1653066000.0,1672728000.0,1677268000.0,1678172000.0
Total Liab,16394222000.0,17263746000.0,16804372000.0,17176928000.0,18129408000.0,19538143000.0,20465423000.0,21102825000.0,20938057000.0
Total Stockholder Equity,3578310000.0,3982560000.0,4128476000.0,4364613000.0,4703481000.0,4915179000.0,5109796000.0,5235439000.0,5400637000.0
Other Current Liab,77800000.0,147034000.0,98122000.0,117018000.0,168424000.0,97222000.0,99618000.0,221000000.0,125965000.0
Total Assets,19972532000.0,21246306000.0,20932848000.0,21541541000.0,22832889000.0,24453322000.0,25575219000.0,26338264000.0,26338694000.0
Common Stock,81378000.0,82081000.0,81517000.0,81586000.0,81401000.0,81235000.0,80936000.0,80527000.0,79807000.0
Other Current Assets,581261000.0,588184000.0,551270000.0,588248000.0,650583000.0,690483000.0,669877000.0,761021000.0,720982000.0
Retained Earnings,2303909000.0,2600605000.0,2737753000.0,2887897000.0,3209958000.0,3293221000.0,3456433000.0,3524066000.0,3636766000.0
Other Liab,308737000.0,339722000.0,352363000.0,314749000.0,300090000.0,281423000.0,279671000.0,211901000.0,219520000.0
Good Will,,,,,,150343000.0,141258000.0,141258000.0,141258000.0
Treasury Stock,-165405000.0,-160426000.0,-152924000.0,-118691000.0,-115754000.0,-112343000.0,-100301000.0,-46422000.0,5892000.0
Other Assets,385763000.0,416410000.0,445968000.0,294811000.0,453216000.0,592890000.0,592499000.0,503090000.0,614895000.0
Cash,658022000.0,711561000.0,236643000.0,132319000.0,377954000.0,58095000.0,62598000.0,102716000.0,95313000.0
Total Current Liabilities,1151006000.0,1598942000.0,1437787000.0,1698548000.0,2093387000.0,1958960000.0,2056852000.0,2047457000.0,2251751000.0
Deferred Long Term Asset Charges,119066000.0,133749000.0,159209000.0,164261000.0,138487000.0,117288000.0,134382000.0,120931000.0,91305000.0
Short Long Term Debt,439799000.0,467854000.0,445128000.0,452579000.0,506879000.0,523077000.0,546035000.0,532272000.0,632461000.0
Other Stockholder Equity,-165405000.0,-160426000.0,-152924000.0,-118691000.0,-115754000.0,-112343000.0,-100301000.0,-46422000.0,5892000.0
Property Plant Equipment,3508416000.0,3488931000.0,3482419000.0,3487215000.0,3530024000.0,3682623000.0,3719222000.0,3746425000.0,3791969000.0
Total Current Assets,3283731000.0,4327859000.0,3737097000.0,4116796000.0,4690605000.0,5371296000.0,5955070000.0,6549290000.0,6117967000.0
Net Tangible Assets,3578310000.0,3982560000.0,4128476000.0,4364613000.0,4703481000.0,4764836000.0,4968538000.0,5094181000.0,5259379000.0
Net Receivables,145018000.0,203155000.0,168979000.0,239070000.0,413219000.0,517260000.0,563135000.0,560984000.0,610587000.0
Long Term Debt,13881102000.0,14264603000.0,14481000000.0,14619919000.0,14629412000.0,16100542000.0,17458864000.0,18175019000.0,17787980000.0
Inventory,1899430000.0,2824959000.0,2780205000.0,3157159000.0,3248849000.0,4105458000.0,4659460000.0,5124569000.0,4691085000.0
Accounts Payable,390160000.0,683715000.0,570174000.0,799333000.0,1058005000.0,903847000.0,936556000.0,937717000.0,1066922000.0
Long Term Investments,,,,152900000.0,,,,108500000.0,
