,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02
Intangible Assets,1242000000.0,1268000000.0,1234000000.0,1180000000.0,1123000000.0,1134000000.0,1105000000.0,1304000000.0,1255000000.0
Capital Surplus,626000000.0,667000000.0,759000000.0,832000000.0,877000000.0,950000000.0,987000000.0,1064000000.0,1110000000.0
Total Liab,11189000000.0,11101000000.0,11417000000.0,10901000000.0,11475000000.0,11670000000.0,12212000000.0,11947000000.0,12102000000.0
Total Stockholder Equity,-830000000.0,-756000000.0,-558000000.0,-496000000.0,-358000000.0,-263000000.0,-40000000.0,-316000000.0,-443000000.0
Minority Interest,15000000.0,16000000.0,17000000.0,18000000.0,14000000.0,15000000.0,17000000.0,18000000.0,13000000.0
Deferred Long Term Liab,101000000.0,101000000.0,105000000.0,105000000.0,110000000.0,113000000.0,124000000.0,118000000.0,118000000.0
Other Current Liab,1475000000.0,1527000000.0,1821000000.0,1629000000.0,1617000000.0,1765000000.0,1967000000.0,1984000000.0,1878000000.0
Total Assets,10374000000.0,10361000000.0,10876000000.0,10423000000.0,11131000000.0,11422000000.0,12189000000.0,11649000000.0,11672000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,225000000.0,251000000.0,242000000.0,235000000.0,254000000.0,252000000.0,259000000.0,300000000.0,294000000.0
Retained Earnings,1017000000.0,1008000000.0,1127000000.0,1080000000.0,1151000000.0,1201000000.0,1350000000.0,1002000000.0,936000000.0
Other Liab,2213000000.0,2226000000.0,2363000000.0,2286000000.0,2265000000.0,2233000000.0,2148000000.0,2052000000.0,1982000000.0
Good Will,2123000000.0,2207000000.0,2219000000.0,2221000000.0,2219000000.0,2449000000.0,2565000000.0,2864000000.0,2873000000.0
Treasury Stock,-2475000000.0,-2433000000.0,-2446000000.0,-2410000000.0,-2388000000.0,-2416000000.0,-2379000000.0,-2384000000.0,-2491000000.0
Other Assets,1409000000.0,1385000000.0,1525000000.0,1515000000.0,1569000000.0,1545000000.0,1555000000.0,1629000000.0,1634000000.0
Cash,1341000000.0,1007000000.0,1254000000.0,1320000000.0,1921000000.0,1653000000.0,1874000000.0,878000000.0,717000000.0
Total Current Liabilities,3480000000.0,3312000000.0,3489000000.0,3095000000.0,3184000000.0,3429000000.0,4063000000.0,3886000000.0,3801000000.0
Deferred Long Term Asset Charges,922000000.0,876000000.0,966000000.0,955000000.0,981000000.0,934000000.0,916000000.0,999000000.0,1004000000.0
Other Stockholder Equity,-2475000000.0,-2433000000.0,-2446000000.0,-2410000000.0,-2388000000.0,-2416000000.0,-2379000000.0,-2384000000.0,-2491000000.0
Property Plant Equipment,1427000000.0,1448000000.0,1490000000.0,1476000000.0,1458000000.0,1426000000.0,1424000000.0,1467000000.0,1405000000.0
Total Current Assets,4086000000.0,3971000000.0,4327000000.0,3942000000.0,4660000000.0,4735000000.0,5412000000.0,4280000000.0,4411000000.0
Long Term Investments,87000000.0,82000000.0,81000000.0,89000000.0,102000000.0,133000000.0,128000000.0,105000000.0,94000000.0
Net Tangible Assets,-4195000000.0,-4231000000.0,-4011000000.0,-3897000000.0,-3700000000.0,-3846000000.0,-3710000000.0,-4484000000.0,-4571000000.0
Net Receivables,2071000000.0,2224000000.0,2323000000.0,1857000000.0,1926000000.0,2226000000.0,2491000000.0,2150000000.0,2329000000.0
Long Term Debt,5102000000.0,5155000000.0,5158000000.0,5161000000.0,5684000000.0,5686000000.0,5688000000.0,5689000000.0,6011000000.0
Inventory,449000000.0,489000000.0,508000000.0,530000000.0,559000000.0,604000000.0,788000000.0,952000000.0,1071000000.0
Accounts Payable,638000000.0,679000000.0,776000000.0,637000000.0,704000000.0,805000000.0,1086000000.0,993000000.0,1073000000.0
Short Long Term Debt,506000000.0,201000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,
