,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02
Investments,5000000.0,1000000.0,3000000.0,2000000.0,1000000.0,1000000.0,12000000.0,9000000.0
Change To Liabilities,-156000000.0,98000000.0,214000000.0,-425000000.0,104000000.0,284000000.0,649000000.0,-367000000.0
Total Cashflows From Investing Activities,-115000000.0,-228000000.0,-68000000.0,-52000000.0,-62000000.0,-411000000.0,-217000000.0,-557000000.0
Net Borrowings,-304000000.0,-311000000.0,-203000000.0,-3000000.0,499000000.0,-3000000.0,-2000000.0,-2000000.0
Total Cash From Financing Activities,-456000000.0,-515000000.0,-434000000.0,-256000000.0,286000000.0,-209000000.0,-250000000.0,-577000000.0
Change To Operating Activities,-11000000.0,-3000000.0,-7000000.0,-5000000.0,-32000000.0,-25000000.0,-64000000.0,-30000000.0
Issuance Of Stock,44000000.0,10000000.0,49000000.0,45000000.0,15000000.0,39000000.0,3000000.0,52000000.0
Net Income,135000000.0,205000000.0,412000000.0,244000000.0,293000000.0,307000000.0,401000000.0,267000000.0
Change In Cash,-331000000.0,-334000000.0,247000000.0,66000000.0,601000000.0,-268000000.0,221000000.0,-996000000.0
Repurchase Of Stock,-83000000.0,-105000000.0,-171000000.0,-170000000.0,-102000000.0,-125000000.0,-131000000.0,-493000000.0
Effect Of Exchange Rate,31000000.0,17000000.0,45000000.0,4000000.0,-11000000.0,-24000000.0,-15000000.0,-14000000.0
Total Cash From Operating Activities,209000000.0,392000000.0,704000000.0,370000000.0,388000000.0,376000000.0,703000000.0,152000000.0
Depreciation,98000000.0,103000000.0,109000000.0,110000000.0,110000000.0,105000000.0,113000000.0,111000000.0
Dividends Paid,-109000000.0,-109000000.0,-109000000.0,-121000000.0,-121000000.0,-120000000.0,-120000000.0,-134000000.0
Change To Inventory,1000000.0,-1000000.0,-16000000.0,-24000000.0,-29000000.0,-46000000.0,-185000000.0,-162000000.0
Change To Account Receivables,99000000.0,-111000000.0,-54000000.0,447000000.0,-92000000.0,-302000000.0,-255000000.0,295000000.0
Change To Netincome,43000000.0,101000000.0,46000000.0,23000000.0,34000000.0,53000000.0,44000000.0,38000000.0
Capital Expenditures,-54000000.0,-49000000.0,-66000000.0,-52000000.0,-62000000.0,-61000000.0,-68000000.0,-54000000.0
Other Cashflows From Financing Activities,-4000000.0,-5000000.0,-7000000.0,-7000000.0,-5000000.0,,,
