,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-71000000.0,-132000000.0,-41000000.0,-21000000.0,-3000000.0,-3000000.0,-1000000.0,222000000.0
Change To Liabilities,-67000000.0,-64000000.0,44000000.0,75000000.0,82000000.0,62000000.0,26000000.0,18000000.0
Total Cashflows From Investing Activities,-408000000.0,-359000000.0,-190000000.0,-267000000.0,-126000000.0,-149000000.0,-291000000.0,466000000.0
Net Borrowings,76000000.0,131000000.0,-156000000.0,-58000000.0,-79000000.0,-1335000000.0,102000000.0,-1032000000.0
Total Cash From Financing Activities,31000000.0,82000000.0,-208000000.0,-128000000.0,-132000000.0,-1494000000.0,-869000000.0,-1425000000.0
Change To Operating Activities,44000000.0,-43000000.0,4000000.0,-79000000.0,104000000.0,-18000000.0,180000000.0,17000000.0
Net Income,-386000000.0,-4000000.0,10000000.0,388000000.0,316000000.0,-113000000.0,382000000.0,1883000000.0
Change In Cash,-293000000.0,27000000.0,100000000.0,276000000.0,711000000.0,-872000000.0,-75000000.0,-68000000.0
Repurchase Of Stock,,,,-847000000.0,-847000000.0,-847000000.0,-847000000.0,-261000000.0
Total Cash From Operating Activities,84000000.0,304000000.0,498000000.0,671000000.0,969000000.0,771000000.0,1085000000.0,891000000.0
Depreciation,4863000000.0,441000000.0,4752000000.0,388000000.0,382000000.0,369000000.0,365000000.0,324000000.0
Other Cashflows From Investing Activities,-2000000.0,6000000.0,14000000.0,7000000.0,5000000.0,32000000.0,8000000.0,-1000000.0
Dividends Paid,-10000000.0,-9000000.0,-10000000.0,-9000000.0,-10000000.0,-9000000.0,-24000000.0,-43000000.0
Change To Inventory,-5000000.0,-9000000.0,3000000.0,-3000000.0,23000000.0,-39000000.0,10000000.0,-43000000.0
Change To Account Receivables,-38000000.0,19000000.0,-53000000.0,-168000000.0,3000000.0,-100000000.0,-121000000.0,-255000000.0
Other Cashflows From Financing Activities,-35000000.0,-40000000.0,-43000000.0,-61000000.0,-43000000.0,-150000000.0,-100000000.0,-89000000.0
Change To Netincome,-4327000000.0,-36000000.0,-4262000000.0,70000000.0,59000000.0,610000000.0,243000000.0,-1053000000.0
Capital Expenditures,-335000000.0,-239000000.0,-197000000.0,-256000000.0,-306000000.0,-236000000.0,-315000000.0,-379000000.0
Issuance Of Stock,1000000.0,1000000.0,1000000.0,,,,,
