,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,-161200000.0,36300000.0,102500000.0,-138100000.0
Total Cashflows From Investing Activities,-122300000.0,-315900000.0,-91400000.0,-85300000.0
Net Borrowings,-200000000.0,-265000000.0,-20000000.0,-1532000000.0
Total Cash From Financing Activities,-195800000.0,-286300000.0,-42600000.0,-1585700000.0
Change To Operating Activities,-28300000.0,11800000.0,4400000.0,27300000.0
Issuance Of Stock,65300000.0,32100000.0,36000000.0,7200000.0
Net Income,198100000.0,333700000.0,242500000.0,-206600000.0
Change In Cash,-77800000.0,-165200000.0,253900000.0,-1720200000.0
Effect Of Exchange Rate,-6200000.0,11900000.0,6600000.0,3600000.0
Total Cash From Operating Activities,246500000.0,425100000.0,381300000.0,-52800000.0
Depreciation,268700000.0,265400000.0,258600000.0,255700000.0
Other Cashflows From Investing Activities,-12300000.0,16600000.0,2700000.0,7300000.0
Dividends Paid,-49800000.0,-49800000.0,-49600000.0,-49600000.0
Change To Inventory,-86100000.0,67800000.0,14000000.0,-26600000.0
Change To Account Receivables,43600000.0,-83600000.0,-259100000.0,-17000000.0
Other Cashflows From Financing Activities,-11300000.0,-3600000.0,-9000000.0,-11300000.0
Change To Netincome,21200000.0,29800000.0,27300000.0,53200000.0
Capital Expenditures,-110000000.0,-96600000.0,-94100000.0,-92600000.0
