,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,83562000.0,77752000.0,122790000.0,115359000.0,107995000.0,100713000.0,93555000.0,,140836000.0
Capital Surplus,1185093000.0,1240147000.0,1292431000.0,1345569000.0,1395459000.0,1473595000.0,1530046000.0,,1638787000.0
Total Liab,1299368000.0,1315495000.0,1418628000.0,1442392000.0,1510439000.0,1572090000.0,1755829000.0,,1818753000.0
Total Stockholder Equity,3036483000.0,3083877000.0,3320291000.0,3451338000.0,3697841000.0,3865260000.0,3978600000.0,,4005792000.0
Other Current Liab,425161000.0,399931000.0,484062000.0,537224000.0,560526000.0,593238000.0,670666000.0,,805887000.0
Total Assets,4335851000.0,4399372000.0,4738919000.0,4893730000.0,5208280000.0,5437350000.0,5734429000.0,,5824545000.0
Common Stock,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,31000.0,,30000.0
Other Current Assets,57470000.0,43875000.0,60823000.0,73402000.0,99496000.0,124261000.0,172893000.0,,266291000.0
Retained Earnings,1843559000.0,1844656000.0,2027614000.0,2106625000.0,2303513000.0,2393661000.0,2456823000.0,,2408294000.0
Other Liab,584928000.0,575809000.0,577988000.0,588090000.0,586209000.0,617075000.0,589473000.0,,488934000.0
Good Will,84968000.0,84968000.0,189696000.0,188277000.0,188277000.0,188397000.0,188397000.0,,273494000.0
Treasury Stock,7823000.0,-934000.0,238000.0,-864000.0,-1139000.0,-2004000.0,-8300000.0,,-41319000.0
Other Assets,471747000.0,466036000.0,471602000.0,471467000.0,467107000.0,461288000.0,475738000.0,,489065000.0
Cash,800182000.0,970349000.0,893219000.0,843336000.0,893688000.0,630982000.0,620813000.0,,493246000.0
Total Current Liabilities,640181000.0,664783000.0,768243000.0,786532000.0,859935000.0,893387000.0,1109829000.0,,1278026000.0
Deferred Long Term Asset Charges,446254000.0,443229000.0,441531000.0,438277000.0,433674000.0,428764000.0,442295000.0,,442455000.0
Other Stockholder Equity,7823000.0,-934000.0,238000.0,-864000.0,-1139000.0,-2004000.0,-8300000.0,,-41319000.0
Property Plant Equipment,114546000.0,112599000.0,109519000.0,105418000.0,102859000.0,144747000.0,143816000.0,,153692000.0
Total Current Assets,3576878000.0,3653867000.0,3836998000.0,4002895000.0,4328395000.0,4523958000.0,4812676000.0,,4729195000.0
Long Term Investments,4150000.0,4150000.0,8314000.0,10314000.0,13647000.0,18247000.0,20247000.0,,38263000.0
Net Tangible Assets,2867953000.0,2921157000.0,3007805000.0,3147702000.0,3401569000.0,3576150000.0,3696648000.0,,3591462000.0
Short Term Investments,1981589000.0,1875552000.0,1979649000.0,2184330000.0,2388015000.0,2755499000.0,2787502000.0,,2408656000.0
Net Receivables,383225000.0,300217000.0,389540000.0,380466000.0,364214000.0,395590000.0,516509000.0,,585786000.0
Inventory,338737000.0,448126000.0,498451000.0,504646000.0,565585000.0,599987000.0,696428000.0,,950909000.0
Accounts Payable,122872000.0,163102000.0,134235000.0,136885000.0,145159000.0,135252000.0,202636000.0,,275093000.0
