,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-379041000.0,-634462000.0,-266956000.0,-365998000.0,-862125000.0
Change To Liabilities,112223000.0,109870000.0,-13876000.0,91513000.0,345166000.0
Total Cashflows From Investing Activities,-391320000.0,-755113000.0,-284072000.0,-608802000.0,-925562000.0
Total Cash From Financing Activities,51469000.0,42851000.0,-217964000.0,-346339000.0,-360882000.0
Change To Operating Activities,34272000.0,20691000.0,70434000.0,38641000.0,-60847000.0
Issuance Of Stock,57111000.0,53658000.0,57378000.0,57556000.0,67245000.0
Net Income,423201000.0,328115000.0,859867000.0,634557000.0,840854000.0
Change In Cash,292529000.0,-210533000.0,461351000.0,-218061000.0,-272404000.0
Repurchase Of Stock,-4025000.0,-8878000.0,-275342000.0,-403895000.0,-428127000.0
Effect Of Exchange Rate,753000.0,-1390000.0,353000.0,1966000.0,-1816000.0
Total Cash From Operating Activities,631627000.0,503119000.0,963034000.0,735114000.0,1015856000.0
Depreciation,20640000.0,27671000.0,32849000.0,44590000.0,50334000.0
Change To Inventory,-69708000.0,51054000.0,20927000.0,-235318000.0,-170449000.0
Change To Account Receivables,5773000.0,-77916000.0,-60210000.0,10673000.0,-126969000.0
Change To Netincome,85305000.0,43746000.0,29520000.0,141653000.0,131544000.0
Capital Expenditures,-15279000.0,-23830000.0,-15751000.0,-15384000.0,-64736000.0
Net Borrowings,-1617000.0,-1929000.0,,,
Other Cashflows From Investing Activities,3000000.0,,,,1299000.0
