,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,491000000.0,-749000000.0,-2207000000.0,-3787000000.0,1751000000.0
Change To Liabilities,463000000.0,915000000.0,801000000.0,598000000.0,1618000000.0
Total Cashflows From Investing Activities,-1210000000.0,-1719000000.0,-2807000000.0,-3441000000.0,510000000.0
Net Borrowings,98000000.0,98000000.0,174000000.0,1189000000.0,-436000000.0
Total Cash From Financing Activities,-2923000000.0,-3574000000.0,-2483000000.0,-2011000000.0,-5240000000.0
Change To Operating Activities,-136000000.0,372000000.0,-323000000.0,-361000000.0,-1557000000.0
Issuance Of Stock,135000000.0,73000000.0,120000000.0,63000000.0,114000000.0
Net Income,3554000000.0,2160000000.0,4847000000.0,5576000000.0,1599000000.0
Change In Cash,181000000.0,-118000000.0,-161000000.0,39000000.0,386000000.0
Repurchase Of Stock,-1495000000.0,-2303000000.0,-1735000000.0,-1737000000.0,-3120000000.0
Total Cash From Operating Activities,4314000000.0,5175000000.0,5129000000.0,5491000000.0,5116000000.0
Depreciation,483000000.0,511000000.0,647000000.0,686000000.0,1086000000.0
Dividends Paid,-641000000.0,-748000000.0,-787000000.0,-776000000.0,-999000000.0
Change To Account Receivables,-131000000.0,-396000000.0,-299000000.0,-3000000.0,-498000000.0
Other Cashflows From Financing Activities,-922000000.0,-866000000.0,-537000000.0,-462000000.0,-349000000.0
Change To Netincome,133000000.0,1993000000.0,-1031000000.0,-773000000.0,2519000000.0
Capital Expenditures,-299000000.0,-277000000.0,-433000000.0,-308000000.0,-345000000.0
