,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,4129000000.0,5153000000.0,4661000000.0,4683000000.0
Capital Surplus,3596000000.0,3498000000.0,3453000000.0,3541000000.0
Total Liab,103019000000.0,95770000000.0,95487000000.0,94280000000.0
Total Stockholder Equity,24649000000.0,28247000000.0,25293000000.0,25016000000.0
Minority Interest,-27000000.0,,,
Other Current Liab,51580000000.0,16604000000.0,16573000000.0,16010000000.0
Total Assets,129811000000.0,125987000000.0,122750000000.0,121266000000.0
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0
Other Current Assets,46843000000.0,10040000000.0,9846000000.0,10091000000.0
Retained Earnings,51107000000.0,52767000000.0,50336000000.0,49380000000.0
Other Liab,11078000000.0,42263000000.0,43279000000.0,43328000000.0
Good Will,3350000000.0,2544000000.0,2544000000.0,2544000000.0
Treasury Stock,-30063000000.0,-28027000000.0,-28505000000.0,-27914000000.0
Other Assets,9606000000.0,13364000000.0,14800000000.0,14896000000.0
Cash,709000000.0,377000000.0,370000000.0,547000000.0
Total Current Liabilities,83945000000.0,45291000000.0,45573000000.0,44318000000.0
Other Stockholder Equity,1823000000.0,3304000000.0,2833000000.0,2628000000.0
Property Plant Equipment,1002000000.0,1450000000.0,1076000000.0,1100000000.0
Total Current Assets,61490000000.0,24696000000.0,21384000000.0,22349000000.0
Long Term Investments,50234000000.0,78780000000.0,78285000000.0,75694000000.0
Net Tangible Assets,21299000000.0,25250000000.0,22749000000.0,22472000000.0
Short Term Investments,6017000000.0,7800000000.0,4559000000.0,5344000000.0
Net Receivables,7921000000.0,6479000000.0,6609000000.0,6367000000.0
Long Term Debt,7996000000.0,7825000000.0,6635000000.0,6634000000.0
Accounts Payable,32365000000.0,28567000000.0,29000000000.0,28308000000.0
Deferred Long Term Liab,,25000000.0,,
