,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,10222000000.0,10319000000.0,10441000000.0,9835000000.0,9810000000.0,9714000000.0,9525000000.0,9082000000.0,8458000000.0
Capital Surplus,2358000000.0,2383000000.0,2410000000.0,2438000000.0,2465000000.0,2491000000.0,2529000000.0,2560000000.0,2589000000.0
Total Liab,127667000000.0,128476000000.0,131527000000.0,126054000000.0,127757000000.0,127045000000.0,124289000000.0,117519000000.0,109242000000.0
Total Stockholder Equity,29420000000.0,32479000000.0,33559000000.0,32103000000.0,33735000000.0,33552000000.0,33253000000.0,29527000000.0,26387000000.0
Other Current Liab,9762000000.0,8632000000.0,8955000000.0,8638000000.0,8551000000.0,8645000000.0,8480000000.0,7492000000.0,6034000000.0
Total Assets,157087000000.0,160955000000.0,165086000000.0,158157000000.0,161492000000.0,160597000000.0,157542000000.0,147046000000.0,135629000000.0
Common Stock,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0
Other Current Assets,2233000000.0,2170000000.0,2363000000.0,2519000000.0,2471000000.0,2408000000.0,2610000000.0,2692000000.0,3064000000.0
Retained Earnings,35204000000.0,37460000000.0,37984000000.0,39277000000.0,40162000000.0,40830000000.0,41381000000.0,42413000000.0,43547000000.0
Other Liab,103086000000.0,105548000000.0,110366000000.0,102484000000.0,103030000000.0,102560000000.0,102556000000.0,95091000000.0,87736000000.0
Treasury Stock,-8277000000.0,-7499000000.0,-6970000000.0,-9747000000.0,-9027000000.0,-9904000000.0,-10792000000.0,-15581000000.0,-19884000000.0
Other Assets,11887000000.0,12006000000.0,11946000000.0,12248000000.0,12725000000.0,12771000000.0,12952000000.0,13941000000.0,14750000000.0
Cash,5528000000.0,5563000000.0,5141000000.0,4990000000.0,5469000000.0,6208000000.0,5051000000.0,4275000000.0,5173000000.0
Total Current Liabilities,16810000000.0,15103000000.0,13318000000.0,15482000000.0,16606000000.0,16419000000.0,13829000000.0,14660000000.0,14090000000.0
Short Long Term Debt,,,,,1000000.0,16000000.0,54000000.0,216000000.0,342000000.0
Other Stockholder Equity,6750000000.0,7917000000.0,8934000000.0,6807000000.0,8019000000.0,7662000000.0,7393000000.0,3113000000.0,-548000000.0
Property Plant Equipment,584000000.0,584000000.0,601000000.0,578000000.0,563000000.0,542000000.0,538000000.0,538000000.0,512000000.0
Total Current Assets,9432000000.0,9386000000.0,9439000000.0,9581000000.0,10396000000.0,11236000000.0,10080000000.0,9444000000.0,10619000000.0
Long Term Investments,124962000000.0,128660000000.0,132659000000.0,125915000000.0,127998000000.0,126334000000.0,124179000000.0,114041000000.0,101290000000.0
Net Tangible Assets,29420000000.0,32479000000.0,33559000000.0,32103000000.0,33735000000.0,33552000000.0,32985000000.0,29527000000.0,26387000000.0
Short Term Investments,763000000.0,823000000.0,1139000000.0,1295000000.0,1667000000.0,1833000000.0,1726000000.0,1747000000.0,1695000000.0
Net Receivables,894000000.0,824000000.0,796000000.0,777000000.0,788000000.0,787000000.0,693000000.0,730000000.0,687000000.0
Long Term Debt,7618000000.0,7675000000.0,7745000000.0,7937000000.0,7979000000.0,7937000000.0,7839000000.0,7628000000.0,7279000000.0
Accounts Payable,4773000000.0,4976000000.0,3343000000.0,4948000000.0,4921000000.0,4909000000.0,3081000000.0,4754000000.0,4453000000.0
Good Will,,,,,,,268000000.0,,
