,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,9505000000.0,9875000000.0,10128000000.0,10441000000.0,9525000000.0
Capital Surplus,2052000000.0,2177000000.0,2313000000.0,2410000000.0,2529000000.0
Total Liab,112619000000.0,116944000000.0,123809000000.0,131527000000.0,124289000000.0
Total Stockholder Equity,24598000000.0,23462000000.0,28959000000.0,33559000000.0,33253000000.0
Other Current Liab,11178000000.0,9496000000.0,10199000000.0,8955000000.0,8480000000.0
Total Assets,137217000000.0,140406000000.0,152768000000.0,165086000000.0,157542000000.0
Common Stock,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0
Other Current Assets,2008000000.0,2128000000.0,2221000000.0,2363000000.0,2610000000.0
Retained Earnings,29895000000.0,31788000000.0,34291000000.0,37984000000.0,41381000000.0
Other Liab,91154000000.0,96033000000.0,100506000000.0,110366000000.0,102556000000.0
Treasury Stock,-7484000000.0,-10638000000.0,-7780000000.0,-6970000000.0,-10792000000.0
Other Assets,3996000000.0,8014000000.0,10735000000.0,11946000000.0,12952000000.0
Cash,3491000000.0,4337000000.0,4896000000.0,5141000000.0,5051000000.0
Total Current Liabilities,16176000000.0,15133000000.0,17082000000.0,13318000000.0,13829000000.0
Other Stockholder Equity,4028000000.0,2151000000.0,6615000000.0,8934000000.0,7393000000.0
Property Plant Equipment,434000000.0,443000000.0,581000000.0,601000000.0,538000000.0
Total Current Assets,6383000000.0,7471000000.0,8576000000.0,9439000000.0,10080000000.0
Long Term Investments,116899000000.0,114603000000.0,122748000000.0,132659000000.0,124179000000.0
Net Tangible Assets,24598000000.0,23462000000.0,28959000000.0,33559000000.0,32985000000.0
Short Term Investments,57000000.0,152000000.0,628000000.0,1139000000.0,1726000000.0
Net Receivables,827000000.0,851000000.0,828000000.0,796000000.0,693000000.0
Long Term Debt,5289000000.0,5765000000.0,6060000000.0,7745000000.0,7839000000.0
Accounts Payable,4392000000.0,4584000000.0,4659000000.0,3343000000.0,3081000000.0
Short Long Term Debt,,1000000.0,348000000.0,,54000000.0
Good Will,,,,,268000000.0
