,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-533000000.0,-423000000.0,-650000000.0,-525000000.0,-1040000000.0
Change To Liabilities,97000000.0,112000000.0,184000000.0,172000000.0,311000000.0
Total Cashflows From Investing Activities,-558000000.0,-451000000.0,-679000000.0,-560000000.0,-1057000000.0
Total Cash From Financing Activities,-614000000.0,-603000000.0,-546000000.0,-798000000.0,-685000000.0
Change To Operating Activities,229000000.0,483000000.0,260000000.0,642000000.0,694000000.0
Issuance Of Stock,13000000.0,9000000.0,11000000.0,7000000.0,13000000.0
Net Income,1045000000.0,287000000.0,1997000000.0,1216000000.0,2946000000.0
Change In Cash,-120000000.0,127000000.0,-17000000.0,133000000.0,239000000.0
Repurchase Of Stock,-92000000.0,-125000000.0,-67000000.0,-261000000.0,-144000000.0
Total Cash From Operating Activities,1052000000.0,1181000000.0,1208000000.0,1491000000.0,1981000000.0
Depreciation,55000000.0,63000000.0,72000000.0,81000000.0,93000000.0
Dividends Paid,-319355000.0,-336000000.0,-355000000.0,-375000000.0,-395000000.0
Change To Account Receivables,77000000.0,-109000000.0,-174000000.0,-23000000.0,-240000000.0
Other Cashflows From Financing Activities,-139000000.0,-159000000.0,-142000000.0,-184000000.0,-159000000.0
Change To Netincome,-518000000.0,436000000.0,-1223000000.0,-641000000.0,-1798000000.0
Capital Expenditures,-16000000.0,-20000000.0,-24000000.0,-20000000.0,-15000000.0
Net Borrowings,4000000.0,8000000.0,7000000.0,15000000.0,
