,2019-09-30,2019-12-31,2020-03-31,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Net Income,266650000.0,-351538000.0,-340605000.0,219328000.0,-3887851000.0,-1172211000.0,-68217000.0,833893000.0,54501000.0,0.0
Change To Liabilities,0.0,65807000.0,3566000.0,0.0,-18909000.0,575658000.0,518444000.0,-591571000.0,33231000.0,0.0
Investments,-270892000.0,-270892000.0,17426000.0,912676000.0,912676000.0,-1164580000.0,333168000.0,-170243000.0,-325478000.0,
Total Cashflows From Investing Activities,-297066000.0,-297066000.0,2259000.0,895694000.0,895694000.0,-1172286000.0,325516000.0,-175749000.0,-329436000.0,
Total Cash From Financing Activities,170381000.0,170381000.0,-339202000.0,1766607000.0,1766607000.0,1567534000.0,2333538000.0,-2323426000.0,-146487000.0,
Change To Operating Activities,-28501000.0,-28501000.0,-361014000.0,-60031000.0,-60031000.0,41333000.0,75296000.0,-2118000.0,-12350000.0,
Issuance Of Stock,183000.0,183000.0,241000.0,3660533000.0,3660533000.0,47793000.0,76580000.0,20733000.0,58141000.0,
Change In Cash,-271322000.0,-271322000.0,-1003890000.0,2622118000.0,2622118000.0,817329000.0,3466886000.0,-2079249000.0,-145929000.0,
Repurchase Of Stock,-1650454000.0,-1650454000.0,-1650454000.0,-1650454000.0,-1650454000.0,-15054000.0,-53955000.0,-53955000.0,-53955000.0,
Effect Of Exchange Rate,51737000.0,51737000.0,-97117000.0,98927000.0,98927000.0,-72287000.0,16533000.0,-103252000.0,-50855000.0,
Total Cash From Operating Activities,-196374000.0,-196374000.0,-569830000.0,-139110000.0,-139110000.0,494368000.0,791299000.0,523178000.0,380849000.0,
Depreciation,34630000.0,34630000.0,33872000.0,25938000.0,25938000.0,38252000.0,35536000.0,33687000.0,-35456000.0,
Other Cashflows From Investing Activities,-9100000.0,-9100000.0,500000.0,-9100000.0,-9100000.0,500000.0,500000.0,500000.0,500000.0,
Other Cashflows From Financing Activities,170198000.0,170198000.0,-339443000.0,-240972000.0,-240972000.0,1550629000.0,2256958000.0,-2344159000.0,-150673000.0,
Change To Netincome,80028000.0,80028000.0,94351000.0,3776920000.0,3776920000.0,1005931000.0,229283000.0,248247000.0,273581000.0,
Capital Expenditures,-26174000.0,-26174000.0,-15667000.0,-7882000.0,-7882000.0,-7706000.0,-7652000.0,-5506000.0,-4458000.0,
Net Borrowings,-2500000.0,-2500000.0,-2500000.0,-2500000.0,-2500000.0,-15834000.0,,,,
