,2017-09-30,2018-09-30,2019-09-30,2020-09-30,2020-12-31,2021-09-30,2021-12-31
Intangible Assets,28681000000.0,28574000000.0,27921000000.0,29031000000.0,,28784000000.0,27272000000.0
Capital Surplus,16900000000.0,16678000000.0,16541000000.0,16721000000.0,,18855000000.0,18776000000.0
Total Liab,35217000000.0,35219000000.0,37890000000.0,44709000000.0,,45307000000.0,45735000000.0
Total Stockholder Equity,27234000000.0,28536000000.0,29222000000.0,31124000000.0,31124000000.0,34509000000.0,33199000000.0
Other Current Liab,6521000000.0,9338000000.0,11196000000.0,8854000000.0,,11308000000.0,11379000000.0
Total Assets,67977000000.0,69225000000.0,72574000000.0,80919000000.0,,82896000000.0,81929000000.0
Other Current Assets,2581000000.0,3233000000.0,3782000000.0,4103000000.0,,4682000000.0,4762000000.0
Retained Earnings,9508000000.0,11318000000.0,13502000000.0,14088000000.0,,15351000000.0,14606000000.0
Other Liab,8605000000.0,7284000000.0,7746000000.0,8655000000.0,,9119000000.0,9494000000.0
Good Will,15110000000.0,15194000000.0,15656000000.0,15910000000.0,,15958000000.0,16555000000.0
Treasury Stock,826000000.0,540000000.0,-821000000.0,315000000.0,,303000000.0,-183000000.0
Other Assets,1723000000.0,1703000000.0,4316000000.0,5832000000.0,,6594000000.0,7201000000.0
Cash,9874000000.0,8162000000.0,7838000000.0,16289000000.0,,16487000000.0,14720000000.0
Total Current Liabilities,9994000000.0,11305000000.0,13415000000.0,14510000000.0,,15739000000.0,18568000000.0
Short Long Term Debt,1749000000.0,,,2999000000.0,,999000000.0,3247000000.0
Other Stockholder Equity,826000000.0,540000000.0,-821000000.0,315000000.0,,303000000.0,-183000000.0
Property Plant Equipment,1420000000.0,1456000000.0,1554000000.0,2022000000.0,,2110000000.0,2908000000.0
Total Current Assets,19023000000.0,18216000000.0,20970000000.0,27645000000.0,,27607000000.0,25906000000.0
Long Term Investments,2020000000.0,4082000000.0,2157000000.0,479000000.0,,1843000000.0,2087000000.0
Net Tangible Assets,-16557000000.0,-15232000000.0,-14355000000.0,-13817000000.0,-13817000000.0,-10233000000.0,-10628000000.0
Short Term Investments,3482000000.0,3547000000.0,4236000000.0,3752000000.0,,2025000000.0,1201000000.0
Net Receivables,2554000000.0,2790000000.0,4720000000.0,2975000000.0,,3809000000.0,3956000000.0
Long Term Debt,16618000000.0,16630000000.0,16729000000.0,21071000000.0,,19978000000.0,17673000000.0
Accounts Payable,179000000.0,183000000.0,156000000.0,174000000.0,,266000000.0,252000000.0
Deferred Long Term Asset Charges,81000000.0,14000000.0,24000000.0,63000000.0,,80000000.0,
