,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,27188000000.0,29031000000.0,28593000000.0,27823000000.0,28023000000.0,28784000000.0,27272000000.0,27006000000.0,26093000000.0
Capital Surplus,16457000000.0,16721000000.0,18063000000.0,18505000000.0,18787000000.0,18855000000.0,18776000000.0,18876000000.0,18962000000.0
Total Liab,42360000000.0,44709000000.0,42747000000.0,42499000000.0,44881000000.0,45307000000.0,45735000000.0,45819000000.0,49927000000.0
Total Stockholder Equity,30226000000.0,31124000000.0,33996000000.0,34349000000.0,34658000000.0,34509000000.0,33199000000.0,33002000000.0,32632000000.0
Other Current Liab,9848000000.0,8913000000.0,10097000000.0,10350000000.0,11307000000.0,11308000000.0,11379000000.0,10923000000.0,12423000000.0
Total Assets,77884000000.0,80919000000.0,80426000000.0,80195000000.0,82671000000.0,82896000000.0,81929000000.0,81808000000.0,85410000000.0
Other Current Assets,4186000000.0,4193000000.0,4304000000.0,4388000000.0,4561000000.0,4682000000.0,4937000000.0,5526000000.0,6272000000.0
Retained Earnings,14072000000.0,14088000000.0,14813000000.0,15513000000.0,15294000000.0,15351000000.0,14606000000.0,14651000000.0,14960000000.0
Other Liab,7826000000.0,8666000000.0,9302000000.0,8814000000.0,9862000000.0,9119000000.0,9494000000.0,9638000000.0,9072000000.0
Good Will,15791000000.0,15910000000.0,16121000000.0,15980000000.0,16021000000.0,15958000000.0,16555000000.0,18143000000.0,17977000000.0
Treasury Stock,-303000000.0,315000000.0,1120000000.0,331000000.0,577000000.0,303000000.0,-183000000.0,-525000000.0,-1290000000.0
Other Assets,6601000000.0,6588000000.0,6558000000.0,6697000000.0,6767000000.0,6594000000.0,7201000000.0,7152000000.0,6983000000.0
Cash,13898000000.0,16289000000.0,15032000000.0,16494000000.0,18034000000.0,16487000000.0,14720000000.0,12299000000.0,14047000000.0
Total Current Liabilities,16100000000.0,14510000000.0,12390000000.0,12711000000.0,14023000000.0,15739000000.0,18568000000.0,18702000000.0,20309000000.0
Short Long Term Debt,2999000000.0,2999000000.0,,,,999000000.0,3247000000.0,3548000000.0,3249000000.0
Other Stockholder Equity,-303000000.0,315000000.0,1120000000.0,331000000.0,577000000.0,303000000.0,-183000000.0,-525000000.0,-1290000000.0
Property Plant Equipment,2746000000.0,1514000000.0,2713000000.0,2684000000.0,2707000000.0,2110000000.0,2908000000.0,3120000000.0,3146000000.0
Total Current Assets,25011000000.0,27645000000.0,26280000000.0,26901000000.0,28042000000.0,27607000000.0,25906000000.0,24091000000.0,28971000000.0
Long Term Investments,547000000.0,231000000.0,161000000.0,110000000.0,1111000000.0,1843000000.0,2087000000.0,2296000000.0,2240000000.0
Net Tangible Assets,-12753000000.0,-13817000000.0,-10718000000.0,-9454000000.0,-9386000000.0,-10233000000.0,-10628000000.0,-12147000000.0,-11438000000.0
Short Term Investments,2739000000.0,3752000000.0,3009000000.0,2058000000.0,1206000000.0,2025000000.0,1201000000.0,1230000000.0,3309000000.0
Net Receivables,3564000000.0,2975000000.0,3342000000.0,3225000000.0,3515000000.0,3809000000.0,3956000000.0,3767000000.0,3881000000.0
Long Term Debt,17880000000.0,21071000000.0,21055000000.0,20974000000.0,20996000000.0,19978000000.0,17673000000.0,17479000000.0,20546000000.0
Accounts Payable,153000000.0,174000000.0,131000000.0,126000000.0,172000000.0,266000000.0,252000000.0,182000000.0,228000000.0
Deferred Long Term Asset Charges,,63000000.0,,,,80000000.0,,,
