,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-2752513000.0,420899000.0,-4430000000.0,-19165000000.0,-77578000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-5970496000.0,-4800375000.0,-9372000000.0,-31206000000.0,-90336000000.0
Net Borrowings,423281000.0,-402318000.0,-973000000.0,498000000.0,1693000000.0
Total Cash From Financing Activities,5700956000.0,4515277000.0,11418000000.0,40653000000.0,85468000000.0
Change To Operating Activities,30188000.0,3833000.0,-47000000.0,-100000000.0,53000000.0
Issuance Of Stock,27003000.0,18387000.0,25000000.0,31000000.0,2374000000.0
Net Income,490506000.0,973840000.0,1137000000.0,1208000000.0,1833000000.0
Change In Cash,377325000.0,648464000.0,3210000000.0,10893000000.0,-3056000000.0
Total Cash From Operating Activities,646865000.0,933562000.0,1164000000.0,1446000000.0,1812000000.0
Depreciation,56123000.0,57906000.0,83000000.0,101000000.0,151000000.0
Dividends Paid,-17151000.0,-17000000.0,-17000000.0,-17000000.0,-63000000.0
Other Cashflows From Financing Activities,5250672000.0,5046331000.0,12378000000.0,40201000000.0,78158000000.0
Change To Netincome,55252000.0,-40363000.0,27000000.0,-63000000.0,82000000.0
Capital Expenditures,-50884000.0,-45865000.0,-65000000.0,-87000000.0,-113000000.0
Repurchase Of Stock,-147123000.0,-147123000.0,-352000000.0,-60000000.0,
