,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Investments,-5174090000.0,-7377588000.0,-8835956000.0,-18457615000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-5933827000.0,-9055503000.0,-15617350000.0,-21009939000.0
Net Borrowings,-2592214000.0,-31856000.0,1485000.0,512236000.0
Total Cash From Financing Activities,9997132000.0,10233360000.0,17212141000.0,24376113000.0
Change To Operating Activities,146773000.0,168712000.0,-50691000.0,-357237000.0
Issuance Of Stock,13341000.0,4797000.0,13008000.0,973831000.0
Net Income,233529000.0,446307000.0,392910000.0,536814000.0
Change In Cash,4640658000.0,1485670000.0,1986987000.0,3580096000.0
Total Cash From Operating Activities,577353000.0,307813000.0,392196000.0,213922000.0
Depreciation,24826000.0,23957000.0,27233000.0,30949000.0
Dividends Paid,-4594000.0,-4594000.0,-4594000.0,-4594000.0
Other Cashflows From Financing Activities,12580599000.0,10265013000.0,17202242000.0,22155445000.0
Change To Netincome,67929000.0,-183602000.0,-48360000.0,-48206000.0
Capital Expenditures,-26126000.0,-14789000.0,-21404000.0,-13851000.0
