,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,3954400000.0,3641300000.0,3397700000.0,3055500000.0
Capital Surplus,8290300000.0,8539100000.0,8804700000.0,9152900000.0
Total Liab,4690200000.0,4766600000.0,6272800000.0,6451800000.0
Total Stockholder Equity,8893100000.0,9165300000.0,11271800000.0,11651200000.0
Other Current Liab,312200000.0,304200000.0,352300000.0,525700000.0
Total Assets,13583300000.0,13931900000.0,17544600000.0,18103000000.0
Other Current Assets,22900000.0,40500000.0,67700000.0,96100000.0
Retained Earnings,2242100000.0,2325800000.0,4639800000.0,5243200000.0
Other Liab,674100000.0,712600000.0,2424600000.0,2117700000.0
Good Will,5037400000.0,5037400000.0,5037400000.0,5100100000.0
Treasury Stock,-1639300000.0,-1699600000.0,-2172700000.0,-2744900000.0
Other Assets,299700000.0,396700000.0,2599100000.0,2521400000.0
Cash,584400000.0,1365500000.0,2685500000.0,2964500000.0
Total Current Liabilities,952500000.0,1174000000.0,1194300000.0,1624700000.0
Deferred Long Term Asset Charges,,101800000.0,2290200000.0,2199400000.0
Short Long Term Debt,167400000.0,94600000.0,146200000.0,188300000.0
Other Stockholder Equity,-34400000.0,-9700000.0,-66800000.0,-124600000.0
Property Plant Equipment,1325400000.0,1471500000.0,1313900000.0,1408800000.0
Total Current Assets,2953900000.0,3385000000.0,5076400000.0,5833000000.0
Long Term Investments,12500000.0,,120100000.0,184200000.0
Net Tangible Assets,-98700000.0,486600000.0,2836700000.0,3495600000.0
Short Term Investments,889700000.0,198300000.0,64000000.0,34900000.0
Net Receivables,726500000.0,922300000.0,1243200000.0,1409300000.0
Long Term Debt,2720700000.0,2519000000.0,2416900000.0,2465000000.0
Inventory,460400000.0,472500000.0,627600000.0,775700000.0
Accounts Payable,70800000.0,74400000.0,74000000.0,118600000.0
