,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27
Total Liab,241975000000.0,245062000000.0,258549000000.0,287830000000.0,267980000000.0
Total Stockholder Equity,78425000000.0,72282000000.0,65339000000.0,66224000000.0,69178000000.0
Other Current Liab,42048000000.0,39945000000.0,47867000000.0,55899000000.0,53255000000.0
Total Assets,320400000000.0,317344000000.0,323888000000.0,354054000000.0,337158000000.0
Common Stock,48032000000.0,48696000000.0,50779000000.0,51744000000.0,54203000000.0
Other Current Assets,15691000000.0,10987000000.0,11264000000.0,13687000000.0,13376000000.0
Retained Earnings,33182000000.0,24136000000.0,14966000000.0,14301000000.0,15261000000.0
Other Liab,48745000000.0,47606000000.0,46108000000.0,56042000000.0,52953000000.0
Treasury Stock,-2789000000.0,-550000000.0,-406000000.0,179000000.0,-286000000.0
Other Assets,33868000000.0,32836000000.0,33952000000.0,43270000000.0,43339000000.0
Cash,40174000000.0,33383000000.0,38016000000.0,36010000000.0,38466000000.0
Total Current Liabilities,96094000000.0,95318000000.0,105392000000.0,132507000000.0,106385000000.0
Short Long Term Debt,10392000000.0,7509000000.0,8773000000.0,7762000000.0,8003000000.0
Other Stockholder Equity,-2789000000.0,-550000000.0,-406000000.0,179000000.0,-286000000.0
Property Plant Equipment,43986000000.0,43851000000.0,45336000000.0,37933000000.0,37815000000.0
Total Current Assets,143753000000.0,140065000000.0,143713000000.0,154106000000.0,121465000000.0
Long Term Investments,98793000000.0,100592000000.0,100887000000.0,118745000000.0,134539000000.0
Net Tangible Assets,78425000000.0,72282000000.0,65339000000.0,66224000000.0,69178000000.0
Short Term Investments,53877000000.0,59642000000.0,52927000000.0,40816000000.0,31368000000.0
Net Receivables,30677000000.0,32075000000.0,37445000000.0,58620000000.0,33036000000.0
Long Term Debt,89086000000.0,94048000000.0,98667000000.0,99281000000.0,108642000000.0
Inventory,3334000000.0,3978000000.0,4061000000.0,4973000000.0,5219000000.0
Accounts Payable,32421000000.0,35325000000.0,42296000000.0,63846000000.0,40127000000.0
