,2020-07-26,2020-10-25,2021-01-31,2021-05-02,2021-08-01,2021-10-31,2022-01-30
Intangible Assets,157000000.0,153000000.0,140000000.0,127000000.0,116000000.0,104000000.0,94000000.0
Capital Surplus,7754000000.0,7904000000.0,7869000000.0,8022000000.0,8090000000.0,8247000000.0,8130000000.0
Total Liab,11602000000.0,11775000000.0,11832000000.0,12092000000.0,12419000000.0,13578000000.0,13538000000.0
Total Stockholder Equity,9569000000.0,10578000000.0,11473000000.0,11993000000.0,12060000000.0,12247000000.0,11890000000.0
Other Current Liab,2301000000.0,2402000000.0,2766000000.0,2823000000.0,2852000000.0,3812000000.0,4127000000.0
Total Assets,21171000000.0,22353000000.0,23305000000.0,24085000000.0,24479000000.0,25825000000.0,25428000000.0
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0
Other Current Assets,159000000.0,162000000.0,167000000.0,158000000.0,161000000.0,593000000.0,384000000.0
Retained Earnings,26278000000.0,27209000000.0,28137000000.0,29247000000.0,30748000000.0,32246000000.0,33827000000.0
Other Liab,1674000000.0,1673000000.0,1693000000.0,1632000000.0,1644000000.0,1554000000.0,1593000000.0
Good Will,3474000000.0,3466000000.0,3479000000.0,3479000000.0,3479000000.0,3479000000.0,3479000000.0
Treasury Stock,-24472000000.0,-24544000000.0,-24542000000.0,-25285000000.0,-26787000000.0,-28255000000.0,-30076000000.0
Other Assets,1970000000.0,1971000000.0,1937000000.0,1925000000.0,1902000000.0,1852000000.0,1852000000.0
Cash,4350000000.0,5351000000.0,6213000000.0,6305000000.0,6066000000.0,4995000000.0,5264000000.0
Total Current Liabilities,4285000000.0,4459000000.0,4504000000.0,4822000000.0,5125000000.0,6344000000.0,6264000000.0
Deferred Long Term Asset Charges,1699000000.0,1711000000.0,1684000000.0,1674000000.0,1654000000.0,1623000000.0,1590000000.0
Other Stockholder Equity,-277000000.0,-299000000.0,-297000000.0,-290000000.0,-292000000.0,-260000000.0,-278000000.0
Property Plant Equipment,1784000000.0,1856000000.0,1879000000.0,2014000000.0,2076000000.0,2228000000.0,2270000000.0
Total Current Assets,12248000000.0,13369000000.0,14269000000.0,14971000000.0,15248000000.0,16107000000.0,15707000000.0
Long Term Investments,1538000000.0,1538000000.0,1601000000.0,1569000000.0,1658000000.0,2055000000.0,2026000000.0
Net Tangible Assets,5938000000.0,6959000000.0,7854000000.0,8387000000.0,8465000000.0,8664000000.0,8317000000.0
Short Term Investments,406000000.0,387000000.0,410000000.0,460000000.0,444000000.0,464000000.0,473000000.0
Net Receivables,2943000000.0,3111000000.0,3212000000.0,3566000000.0,3992000000.0,5154000000.0,4579000000.0
Long Term Debt,5447000000.0,5448000000.0,5449000000.0,5450000000.0,5451000000.0,5452000000.0,5454000000.0
Inventory,3952000000.0,3904000000.0,3925000000.0,4053000000.0,4117000000.0,4309000000.0,4526000000.0
Accounts Payable,1118000000.0,1124000000.0,1076000000.0,1307000000.0,1352000000.0,1472000000.0,1502000000.0
