,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,-43300000.0,34100000.0,43900000.0,-79500000.0,32400000.0
Total Cashflows From Investing Activities,-1669700000.0,-1966600000.0,-4054600000.0,-148400000.0,-2615600000.0
Net Borrowings,682100000.0,-374800000.0,2952700000.0,-2123000000.0,753900000.0
Total Cash From Financing Activities,599700000.0,879100000.0,2802900000.0,-696100000.0,652000000.0
Change To Operating Activities,35500000.0,14500000.0,148200000.0,207800000.0,-6200000.0
Net Income,1044500000.0,2913800000.0,738900000.0,1613300000.0,608400000.0
Change In Cash,158900000.0,216300000.0,26800000.0,619600000.0,-1005500000.0
Effect Of Exchange Rate,52500000.0,-40600000.0,7100000.0,27400000.0,-3000000.0
Total Cash From Operating Activities,1176400000.0,1344400000.0,1271400000.0,1436700000.0,961100000.0
Depreciation,158300000.0,174200000.0,341500000.0,384000000.0,395500000.0
Dividends Paid,-97200000.0,-131500000.0,-162800000.0,-163400000.0,-132200000.0
Change To Inventory,17500000.0,-34100000.0,93500000.0,-7300000.0,-53600000.0
Change To Account Receivables,-55400000.0,-36000000.0,-204900000.0,82400000.0,-84100000.0
Other Cashflows From Financing Activities,14800000.0,5000000.0,13000000.0,1590300000.0,30300000.0
Change To Netincome,19300000.0,-1722100000.0,110300000.0,-764000000.0,68700000.0
Capital Expenditures,-111100000.0,-69900000.0,-74500000.0,-75700000.0,-50000000.0
Other Cashflows From Investing Activities,-23500000.0,881900000.0,-40300000.0,-37600000.0,
