,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Capital Surplus,5607897000.0,5653143000.0,5723326000.0,5756738000.0,5920931000.0,6046397000.0
Total Liab,3509593000.0,3654378000.0,3876946000.0,4036306000.0,4329251000.0,4003994000.0
Total Stockholder Equity,4987820000.0,5018219000.0,5162972000.0,5180959000.0,5425846000.0,5950299000.0
Minority Interest,69596000.0,70428000.0,71476000.0,78182000.0,89063000.0,94084000.0
Deferred Long Term Liab,314715000.0,325846000.0,238890000.0,340539000.0,330083000.0,328973000.0
Other Current Liab,,,7740000.0,,23939000.0,12243000.0
Total Assets,8567009000.0,8743025000.0,9111394000.0,9295447000.0,9844160000.0,10048377000.0
Common Stock,3704000.0,3715000.0,3733000.0,3743000.0,3780000.0,3807000.0
Other Current Assets,28726000.0,6650000.0,128860000.0,13202000.0,480527000.0,517409000.0
Other Liab,184109000.0,218758000.0,264655000.0,225888000.0,281410000.0,271583000.0
Treasury Stock,-623781000.0,-638639000.0,-564087000.0,-579522000.0,-498865000.0,-99905000.0
Other Assets,837430000.0,780905000.0,714556000.0,855303000.0,936473000.0,944269000.0
Cash,29870000.0,6748000.0,6309000.0,9009000.0,8252000.0,9874000.0
Total Current Liabilities,206498000.0,211392000.0,169786000.0,197325000.0,253705000.0,451733000.0
Short Long Term Debt,,,,,,156000000.0
Other Stockholder Equity,-623781000.0,-638639000.0,-564087000.0,-579522000.0,-498865000.0,-99905000.0
Property Plant Equipment,7328299000.0,7611569000.0,7839166000.0,8083579000.0,8069521000.0,8139148000.0
Total Current Assets,267485000.0,218424000.0,334899000.0,228555000.0,715291000.0,798688000.0
Long Term Investments,133795000.0,132127000.0,131898000.0,128010000.0,122875000.0,166272000.0
Net Tangible Assets,4987820000.0,5018219000.0,5072097000.0,5180959000.0,5425846000.0,5950299000.0
Net Receivables,208889000.0,205026000.0,199730000.0,206344000.0,226512000.0,271405000.0
Long Term Debt,3075186000.0,3146428000.0,3385051000.0,3532891000.0,3714152000.0,3199455000.0
Accounts Payable,111844000.0,83047000.0,62332000.0,88811000.0,128406000.0,157693000.0
Intangible Assets,,,90875000.0,,,
