,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-465000.0,-465000.0,-50000.0,3532000.0,7985000.0,29941000.0,-2482000.0,23092000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-223467000.0,-223467000.0,-298715000.0,-210280000.0,-385320000.0,450483000.0,-687298000.0,-103758000.0
Net Borrowings,46478000.0,46478000.0,253356000.0,95971000.0,194635000.0,-383634000.0,331011000.0,-45080000.0
Total Cash From Financing Activities,485000.0,485000.0,225046000.0,15126000.0,254474000.0,-357449000.0,313779000.0,-120032000.0
Change To Operating Activities,5734000.0,5734000.0,-4528000.0,749000.0,-2337000.0,-1161000.0,-3520000.0,785000.0
Issuance Of Stock,43087000.0,43087000.0,68091000.0,30381000.0,156836000.0,124021000.0,95338000.0,40578000.0
Net Income,39820000.0,71823000.0,168816000.0,79362000.0,175817000.0,494817000.0,102899000.0,248921000.0
Change In Cash,-45198000.0,-45198000.0,53825000.0,-45012000.0,30962000.0,275196000.0,-225205000.0,-81456000.0
Repurchase Of Stock,-212000.0,-212000.0,-97000.0,-4754000.0,-40000.0,-184000.0,-193000.0,-7180000.0
Total Cash From Operating Activities,177784000.0,177784000.0,127494000.0,150142000.0,161808000.0,182162000.0,148314000.0,142334000.0
Depreciation,77518000.0,77518000.0,82137000.0,76230000.0,85681000.0,77934000.0,73122000.0,76434000.0
Other Cashflows From Investing Activities,-11791000.0,-11791000.0,-11027000.0,-44851000.0,-20333000.0,-31315000.0,35218000.0,-30423000.0
Dividends Paid,-87300000.0,-87300000.0,-94856000.0,-95310000.0,-95772000.0,-96537000.0,-106868000.0,-107175000.0
Change To Account Receivables,30955000.0,30955000.0,-13082000.0,14651000.0,9342000.0,27943000.0,-3742000.0,-9368000.0
Other Cashflows From Financing Activities,-1568000.0,-1568000.0,-1448000.0,-11162000.0,-1185000.0,-1115000.0,-5509000.0,-1175000.0
Change To Netincome,-23407000.0,-23407000.0,-103580000.0,-37800000.0,-123465000.0,-433948000.0,-16696000.0,-191923000.0
