,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,114633000.0,17213000.0,-8224000.0,-5335000.0,38976000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,775912000.0,-594430000.0,-555074000.0,-856221000.0,-832415000.0
Net Borrowings,-489861000.0,218488000.0,251095000.0,418035000.0,237983000.0
Total Cash From Financing Activities,-1089526000.0,-58087000.0,145090000.0,235577000.0,225930000.0
Change To Operating Activities,1000000.0,-15400000.0,9254000.0,-2511000.0,-6269000.0
Issuance Of Stock,13383000.0,34913000.0,272761000.0,187856000.0,406576000.0
Net Income,1634431000.0,383729000.0,428972000.0,299915000.0,852895000.0
Change In Cash,136590000.0,-168110000.0,95914000.0,-54208000.0,35941000.0
Repurchase Of Stock,-15310000.0,-8459000.0,-6825000.0,-4360000.0,-5171000.0
Total Cash From Operating Activities,450204000.0,484407000.0,505898000.0,566436000.0,642426000.0
Depreciation,246273000.0,253918000.0,286620000.0,307674000.0,312967000.0
Other Cashflows From Investing Activities,-33518000.0,100192000.0,118852000.0,63525000.0,-61281000.0
Dividends Paid,-273999000.0,-291502000.0,-318702000.0,-355287000.0,-394487000.0
Change To Account Receivables,3104000.0,47711000.0,8476000.0,29333000.0,48194000.0
Other Cashflows From Financing Activities,-20906000.0,-11527000.0,-53239000.0,-10667000.0,-18971000.0
Change To Netincome,-1496872000.0,-247385000.0,-266761000.0,-113485000.0,-611909000.0
