,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31
Investments,430000.0,-4940000.0,-2265000.0,-668000.0,3574000.0,-8738000.0
Change To Liabilities,-11642000.0,20358000.0,21870000.0,-37115000.0,-7717000.0,-26272000.0
Total Cashflows From Investing Activities,-48918000.0,-39942000.0,-11300000.0,-37422000.0,-48551000.0,-84321000.0
Net Borrowings,-200000000.0,,76000000.0,76000000.0,76000000.0,76000000.0
Total Cash From Financing Activities,-394915000.0,2243000.0,32218000.0,-444556000.0,-469773000.0,-590084000.0
Change To Operating Activities,9717000.0,-66641000.0,54725000.0,31062000.0,-14712000.0,-146900000.0
Issuance Of Stock,8972000.0,72123000.0,35407000.0,12519000.0,9908000.0,72896000.0
Net Income,144585000.0,300005000.0,284857000.0,258384000.0,267722000.0,331179000.0
Change In Cash,-89039000.0,276140000.0,281633000.0,-149564000.0,-59971000.0,-413891000.0
Repurchase Of Stock,-203191000.0,-69011000.0,-2371000.0,-83108000.0,-399631000.0,-659235000.0
Effect Of Exchange Rate,-2140000.0,1547000.0,43000.0,563000.0,2428000.0,-1627000.0
Total Cash From Operating Activities,356934000.0,312292000.0,260672000.0,331851000.0,455925000.0,262141000.0
Depreciation,54960000.0,75779000.0,75775000.0,76267000.0,54730000.0,76549000.0
Other Cashflows From Investing Activities,-2568000.0,-2142000.0,-730000.0,-2429000.0,-5812000.0,-6180000.0
Dividends Paid,-371818000.0,-371818000.0,-371818000.0,-371818000.0,-79509000.0,-79135000.0
Change To Inventory,-10488000.0,-61392000.0,-66471000.0,-2084000.0,18787000.0,-24288000.0
Change To Account Receivables,70816000.0,7118000.0,-47010000.0,-23286000.0,30602000.0,-27742000.0
Other Cashflows From Financing Activities,-696000.0,-869000.0,-818000.0,-2149000.0,-541000.0,-610000.0
Change To Netincome,6962000.0,20339000.0,-3799000.0,8761000.0,27576000.0,47205000.0
Capital Expenditures,-40910000.0,-30876000.0,-26783000.0,-42751000.0,-43060000.0,-48748000.0
