,2017-05-31,2018-05-31,2019-05-31,2020-05-31,2021-05-31,2022-05-31
Intangible Assets,739187000.0,712601000.0,645679000.0,595402000.0,540420000.0,514800000.0
Total Liab,4541264000.0,3941688000.0,4433941000.0,4434683000.0,4548976000.0,4839060000.0
Total Stockholder Equity,2302793000.0,3016526000.0,3002721000.0,3235202000.0,3687847000.0,3308196000.0
Deferred Long Term Liab,,,205954000.0,227059000.0,227139000.0,232224000.0
Other Current Liab,19514000.0,8148000.0,,27099000.0,79135000.0,97525000.0
Total Assets,6844057000.0,6958214000.0,7436662000.0,7669885000.0,8236823000.0,8147256000.0
Common Stock,485068000.0,618464000.0,840328000.0,1102689000.0,1516202000.0,1771917000.0
Other Current Assets,38613000.0,,69600000.0,76200000.0,79400000.0,83700000.0
Retained Earnings,5170830000.0,5837827000.0,6691236000.0,7296509000.0,7877015000.0,8719163000.0
Other Liab,639788000.0,630522000.0,732308000.0,721402000.0,779717000.0,731607000.0
Good Will,2782335000.0,2846888000.0,2842441000.0,2870020000.0,2913069000.0,3042976000.0
Treasury Stock,-3577029000.0,-3684976000.0,-4756771000.0,-5335517000.0,-5705370000.0,-7182884000.0
Other Assets,174456000.0,181463000.0,409077000.0,450932000.0,560200000.0,574384000.0
Cash,169266000.0,138724000.0,96645000.0,145402000.0,493640000.0,90471000.0
Total Current Liabilities,1130852000.0,775857000.0,1127733000.0,885195000.0,1934085000.0,1432890000.0
Short Long Term Debt,362900000.0,,312264000.0,,899070000.0,311574000.0
Other Stockholder Equity,-3029000.0,16343000.0,-39152000.0,-153380000.0,30888000.0,107917000.0
Property Plant Equipment,1172801000.0,1217730000.0,1281385000.0,1421732000.0,1357270000.0,1377376000.0
Total Current Assets,1954478000.0,1977932000.0,2236280000.0,2309699000.0,2843309000.0,2631983000.0
Long Term Investments,20800000.0,21600000.0,21800000.0,22100000.0,22555000.0,5737000.0
Net Tangible Assets,-1218729000.0,-542963000.0,-485399000.0,-230220000.0,234358000.0,-249580000.0
Net Receivables,780328000.0,824217000.0,917595000.0,870369000.0,923992000.0,1027928000.0
Long Term Debt,2770624000.0,2535309000.0,2573900000.0,2705391000.0,1704400000.0,2545499000.0
Inventory,913920000.0,982608000.0,1118722000.0,1179309000.0,1291901000.0,1388856000.0
Accounts Payable,177051000.0,215074000.0,226020000.0,230995000.0,230786000.0,251504000.0
Capital Surplus,223924000.0,245211000.0,227928000.0,171521000.0,,
Short Term Investments,22219000.0,,,,,
